GeneSym	EnsembleID	Tissue/Cell Type
YWHAQ	ENSP00000238081	urinary system
NDRG1	ENSP00000319977	urinary system
NDFIP1	ENSP00000253814	urinary system
ACSL1	ENSP00000281455	urinary system
PDK4	ENSP00000005178	urinary system
CALCOCO2	ENSP00000258947	urinary system
FKBP5	ENSP00000338160	urinary system
CLK1	ENSP00000326830	urinary system
IGF2	ENSP00000338297	urinary system
PITRM1	ENSP00000370377	urinary system
ANP32C	ENSP00000329250	urinary system
BLOC1S1	ENSP00000257899	urinary system
CHMP2A	ENSP00000310440	urinary system
NDUFB10	ENSP00000268668	urinary system
SLC9A3R2	ENSP00000408005	urinary system
ATP5J	ENSP00000389649	urinary system
NDUFA1	ENSP00000360492	urinary system
ATP5L	ENSP00000300688	urinary system
HNRNPH3	ENSP00000265866	urinary system
HSPE1	ENSP00000233893	urinary system
TBCA	ENSP00000369736	urinary system
SNORD1C	ENSP00000364192	urinary system
SPATA33	ENSP00000301031	urinary system
RAB13	ENSP00000357564	urinary system
RANBP1	ENSP00000327583	urinary system
TAF15	ENSP00000309558	urinary system
NDUFV2	ENSP00000327268	urinary system
DPEP1	ENSP00000261615	urinary system
NEDD8	ENSP00000250495	urinary system
NSA2	ENSP00000296802	urinary system
CCDC3	ENSP00000368102	urinary system
ZNF91	ENSP00000300619	urinary system
ZCCHC17	ENSP00000343557	urinary system
PPIG	ENSP00000260970	urinary system
ZMAT2	ENSP00000274712	urinary system
TMEM14B	ENSP00000368858	urinary system
TAF7	ENSP00000312709	urinary system
URI1	ENSP00000376097	urinary system
CFDP1	ENSP00000283882	urinary system
TCEAL3	ENSP00000243286	urinary system
CHMP5	ENSP00000223500	urinary system
ENY2	ENSP00000339861	urinary system
MANF	ENSP00000273628	urinary system
RDX	ENSP00000342830	urinary system
TCEAL4	ENSP00000378477	urinary system
HNRNPUL2	ENSP00000301785	urinary system
MPC2	ENSP00000271373	urinary system
NDUFA5	ENSP00000347988	urinary system
SAR1B	ENSP00000282606	urinary system
SPAG7	ENSP00000206020	urinary system
LAPTM4B	ENSP00000220781	urinary system
PFKM	ENSP00000352842	urinary system
PPDPF	ENSP00000359198	urinary system
TNS1	ENSP00000171887	urinary system
PRDX2	ENSP00000301522	urinary system
YBX3	ENSP00000228251	urinary system
CD151	ENSP00000324101	urinary system
TMED9	ENSP00000330945	urinary system
CMPK1	ENSP00000360939	urinary system
GSTK1	ENSP00000367415	urinary system
PSME1	ENSP00000372155	urinary system
SELENBP1	ENSP00000357861	urinary system
TNIP1	ENSP00000317891	urinary system
LAMB1	ENSP00000222399	urinary system
MBNL1	ENSP00000282486	urinary system
UQCRB	ENSP00000287022	urinary system
G0S2	ENSP00000355996	urinary system
ACO1	ENSP00000309477	urinary system
CP	ENSP00000264613	urinary system
COL6A1	ENSP00000355180	urinary system
COL6A2	ENSP00000300527	urinary system
COL6A3	ENSP00000295550	urinary system
LAMB2	ENSP00000307156	urinary system
LAMA3	ENSP00000324532	urinary system
MYOF	ENSP00000352208	urinary system
LAMA4	ENSP00000230538	urinary system
COL12A1	ENSP00000325146	urinary system
DCTN2	ENSP00000408910	urinary system
TPM4	ENSP00000345230	urinary system
C5	ENSP00000223642	urinary system
GKAP1	ENSP00000365550	urinary system
MGA	ENSP00000219905	urinary system
PLA2G2A	ENSP00000364252	urinary system
ACTG2	ENSP00000295137	urinary system
MYH11	ENSP00000379616	urinary system
DES	ENSP00000363071	urinary system
LUM	ENSP00000266718	urinary system
CNN1	ENSP00000252456	urinary system
AKAP12	ENSP00000253332	urinary system
EPB41L2	ENSP00000338481	urinary system
PAFAH1B1	ENSP00000380378	urinary system
IDH1	ENSP00000260985	urinary system
BTG2	ENSP00000290551	urinary system
SFRP2	ENSP00000274063	urinary system
ENAH	ENSP00000355809	urinary system
ALDH1A1	ENSP00000297785	urinary system
RGS5	ENSP00000319308	urinary system
TSPAN3	ENSP00000267970	urinary system
HINT1	ENSP00000304229	urinary system
MGST1	ENSP00000010404	urinary system
MUT	ENSP00000274813	urinary system
PCCB	ENSP00000251654	urinary system
CD9	ENSP00000009180	urinary system
DAD1	ENSP00000250498	urinary system
FXYD3	ENSP00000389770	urinary system
ATP5G1	ENSP00000348205	urinary system
COX5B	ENSP00000258424	urinary system
KIF1C	ENSP00000320821	urinary system
ETFA	ENSP00000267950	urinary system
UQCRQ	ENSP00000367934	urinary system
NDUFB1	ENSP00000330787	urinary system
NDUFC2	ENSP00000281031	urinary system
PRDX5	ENSP00000265462	urinary system
CA2	ENSP00000285379	urinary system
CES2	ENSP00000317842	urinary system
PCYT2	ENSP00000331719	urinary system
PRR13	ENSP00000412064	urinary system
TXN	ENSP00000363641	urinary system
CSPG4	ENSP00000312506	urinary system
KANK2	ENSP00000347276	urinary system
PDLIM3	ENSP00000284770	urinary system
RBPMS	ENSP00000340176	urinary system
SVIL	ENSP00000348128	urinary system
USMG5	ENSP00000311245	urinary system
TG	ENSP00000220616	urinary system
HTRA1	ENSP00000357980	urinary system
SPP1	ENSP00000378517	urinary system
PMP22	ENSP00000308937	urinary system
C1QA	ENSP00000363773	urinary system
C1QB	ENSP00000313967	urinary system
C1QC	ENSP00000363768	urinary system
CCDC80	ENSP00000206423	urinary system
THBS1	ENSP00000260356	urinary system
CXCL12	ENSP00000363548	urinary system
AKR1C1	ENSP00000370254	urinary system
ASPH	ENSP00000368767	urinary system
NQO1	ENSP00000319788	urinary system
CTSK	ENSP00000271651	urinary system
MXRA8	ENSP00000307887	urinary system
AQP1	ENSP00000311165	urinary system
C10ORF10	ENSP00000298295	urinary system
HSPA1B	ENSP00000393087	urinary system
AQP3	ENSP00000297991	urinary system
EPHX2	ENSP00000369843	urinary system
IFI16	ENSP00000357113	urinary system
TMEM14C	ENSP00000229563	urinary system
ACTN1	ENSP00000377941	urinary system
BTG1	ENSP00000256015	urinary system
TSC22D3	ENSP00000361458	urinary system
ARPC2	ENSP00000295685	urinary system
PFN1	ENSP00000225655	urinary system
CLIC1	ENSP00000408094	urinary system
ATP5F1	ENSP00000358737	urinary system
TOMM7	ENSP00000351214	urinary system
C19ORF43	ENSP00000242784	urinary system
SLC25A6	ENSP00000370808	urinary system
DUSP1	ENSP00000239223	urinary system
ZFP36	ENSP00000248673	urinary system
NFKBIA	ENSP00000216797	urinary system
HLA-DRA	ENSP00000372608+ENSP00000372746	urinary system
LGALS3	ENSP00000254301	urinary system
ALDH2	ENSP00000261733	urinary system
CEBPD	ENSP00000386165	urinary system
JUNB	ENSP00000303315	urinary system
ATP6V0D1	ENSP00000290949	urinary system
TALDO1	ENSP00000321259	urinary system
BRI3	ENSP00000297290	urinary system
LTA4H	ENSP00000228740	urinary system
NCOA4	ENSP00000395465	urinary system
SGK1	ENSP00000356832	urinary system
MACF1	ENSP00000289893	urinary system
DYNC1H1	ENSP00000348965	urinary system
ATP5E	ENSP00000243997	urinary system
CTSS	ENSP00000357981	urinary system
IFI30	ENSP00000384886	urinary system
IER2	ENSP00000292433	urinary system
LAPTM5	ENSP00000294507	urinary system
SRGN	ENSP00000242465	urinary system
S100A4	ENSP00000346294	urinary system
LYZ	ENSP00000261267	urinary system
JUND	ENSP00000252818	urinary system
ANP32B	ENSP00000345848	urinary system
EEF1B2	ENSP00000236957	urinary system
RPL14	ENSP00000345156	urinary system
EIF3L	ENSP00000416892	urinary system
FAU	ENSP00000279259	urinary system
RPS21	ENSP00000324438	urinary system
RPL10A	ENSP00000363018	urinary system
RPL19	ENSP00000225430	urinary system
RPLP2	ENSP00000322419	urinary system
GLTSCR2	ENSP00000246802	urinary system
LONP1	ENSP00000353826	urinary system
ARHGDIB	ENSP00000228945	urinary system
B2M	ENSP00000340858	urinary system
CALM2	ENSP00000272298	urinary system
RPL32	ENSP00000380156	urinary system
RPS29	ENSP00000379339	urinary system
RPL34	ENSP00000378160	urinary system
RPS23	ENSP00000296674	urinary system
RPS15	ENSP00000233609	urinary system
RPS24	ENSP00000414321	urinary system
UBB	ENSP00000304697	urinary system
TMSB10	ENSP00000233143	urinary system
RPL37A	ENSP00000418082	urinary system
RPL41	ENSP00000420821	urinary system
UBC	ENSP00000344818	urinary system
TMSB4X	ENSP00000370007	urinary system
TPT1	ENSP00000368350	urinary system
RPS18	ENSP00000403175+ENSP00000416110	urinary system
RPL27A	ENSP00000346015	urinary system
RPS11	ENSP00000270625	urinary system
RPL30	ENSP00000287038	urinary system
RPLP1	ENSP00000346037	urinary system
RPL39	ENSP00000355315	urinary system
RPL9	ENSP00000346022	urinary system
RPS27A	ENSP00000272317	urinary system
NUP210L	ENSP00000357547	urinary system
TMSB4XP8	ENSP00000385345	urinary system
FTH1	ENSP00000273550	urinary system
EEF2	ENSP00000307940	urinary system
EIF1	ENSP00000419449	urinary system
RPL27	ENSP00000253788	urinary system
RPS13	ENSP00000228140	urinary system
RPS15A	ENSP00000318646	urinary system
RPS25	ENSP00000236900	urinary system
RPS6	ENSP00000369757	urinary system
RPL36A	ENSP00000404375	urinary system
GNB2L1	ENSP00000366013	urinary system
RPS8	ENSP00000379888	urinary system
RPL11	ENSP00000363676	urinary system
RPS19	ENSP00000221975	urinary system
RPL28	ENSP00000401450	urinary system
RPS9	ENSP00000302896	urinary system
UBA52	ENSP00000388107	urinary system
RPL37	ENSP00000274242	urinary system
RPS16	ENSP00000251453	urinary system
RPL8	ENSP00000262584	urinary system
RPL4	ENSP00000311430	urinary system
RPL6	ENSP00000202773	urinary system
RPL5	ENSP00000359345	urinary system
RPS3A	ENSP00000346050	urinary system
RPS28	ENSP00000397872	urinary system
RPL18A	ENSP00000222247	urinary system
RPL24	ENSP00000377640	urinary system
RPS7	ENSP00000339095	urinary system
RPL23	ENSP00000377865	urinary system
LDHA	ENSP00000395337	urinary system
RPLP0	ENSP00000339027	urinary system
RPS5	ENSP00000196551	urinary system
NPM1	ENSP00000296930	urinary system
ENO1	ENSP00000234590	urinary system
HSPA8	ENSP00000227378	urinary system
MYL6	ENSP00000293422	urinary system
OAZ1	ENSP00000314813	urinary system
YBX1	ENSP00000361626	urinary system
RPS26	ENSP00000348849	urinary system
ANXA1	ENSP00000257497	urinary system
MYL12A	ENSP00000217652	urinary system
RHOA	ENSP00000400175	urinary system
ANXA5	ENSP00000296511	urinary system
S100A11	ENSP00000271638	urinary system
TGFBI	ENSP00000416330	urinary system
LGALS1	ENSP00000215909	urinary system
S100A10	ENSP00000357799	urinary system
VIM	ENSP00000224237	urinary system
HSPA5	ENSP00000324173	urinary system
RPL17	ENSP00000389465	urinary system
PGAM1	ENSP00000359991	urinary system
NONO	ENSP00000276079	urinary system
SLC25A5	ENSP00000360671	urinary system
COX6A1	ENSP00000229379	urinary system
USP48	ENSP00000309262	urinary system
RTN4	ENSP00000337838	urinary system
TUBA1A	ENSP00000301071	urinary system
CD63	ENSP00000257857	urinary system
SPARC	ENSP00000231061	urinary system
COL1A1	ENSP00000225964	urinary system
COL1A2	ENSP00000297268	urinary system
COL3A1	ENSP00000304408	urinary system
FN1	ENSP00000346839	urinary system
TIMP1	ENSP00000218388	urinary system
CTGF	ENSP00000356954	urinary system
FSTL1	ENSP00000295633	urinary system
IGFBP7	ENSP00000295666	urinary system
MGP	ENSP00000228938	urinary system
EFEMP1	ENSP00000347596	urinary system
SERPINE2	ENSP00000415786	urinary system
ABO	ENSP00000313515	urinary system
DRD4	ENSP00000176183	urinary system
HRNR	ENSP00000357791	urinary system
LCN2	ENSP00000277480	urinary system
AGR2	ENSP00000391490	urinary system
SPINK1	ENSP00000296695	urinary system
EPCAM	ENSP00000263735	urinary system
MT1G	ENSP00000391397	urinary system
ANPEP	ENSP00000300060	urinary system
SERPINA1	ENSP00000348068	urinary system
APOB	ENSP00000233242	urinary system
OLFM4	ENSP00000219022	urinary system
VIL1	ENSP00000248444	urinary system
ELF3	ENSP00000352673	urinary system
CTSZ	ENSP00000217131	urinary system
IL32	ENSP00000324742	urinary system
IGJ	ENSP00000254801	urinary system
PIGR	ENSP00000348888	urinary system
CDHR5	ENSP00000351118	urinary system
BHLHE40	ENSP00000256495	urinary system
F8A2	ENSP00000358518	urinary system
LDB1	ENSP00000392466	urinary system
MAF	ENSP00000327048	urinary system
VEZF1	ENSP00000258963	urinary system
C3	ENSP00000245907	urinary system
EGR1	ENSP00000239938	urinary system
HLA-DPA1	ENSP00000403092	urinary system
KRTCAP2	ENSP00000295682	urinary system
ZFP36L2	ENSP00000282388	urinary system
C4B	ENSP00000407942+ENSP00000415941	urinary system
NNMT	ENSP00000299964	urinary system
TMEM176B	ENSP00000318409	urinary system
CTSH	ENSP00000220166	urinary system
NAMPT	ENSP00000222553	urinary system
CXCL8	ENSP00000306512	urinary system
HLA-DRB4	ENSP00000412031	urinary system
IGKV1-5	ENSP00000420436	urinary system
NOXO1	ENSP00000380450	urinary system
CD52	ENSP00000363330	urinary system
IFITM1	ENSP00000386187	urinary system
ACAT1	ENSP00000265838	urinary system
SLC2A4RG	ENSP00000266077	urinary system
PPL	ENSP00000340510	urinary system
ABCA13	ENSP00000411096	urinary system
UPK3A	ENSP00000216211	urinary system
ZGRF1	ENSP00000404365	urinary system
CCDC150	ENSP00000373827	urinary system
KANK4	ENSP00000360195	urinary system
FLG	ENSP00000357789	urinary system
FLG2	ENSP00000373370	urinary system
PSCA	ENSP00000301258	urinary system
KANK1	ENSP00000371734	urinary system
KRT222	ENSP00000377616	urinary system
TEX14	ENSP00000374584	urinary system
PKIG	ENSP00000338067	urinary system
FBN3	ENSP00000270509	urinary system
PIK3CG	ENSP00000352121	urinary system
ZBTB7C	ENSP00000328732	urinary system
TAF1	ENSP00000276072	urinary system
GPX2	ENSP00000374265	urinary system
ABHD14A	ENSP00000232907	urinary system
ALDOB	ENSP00000363988	urinary system
CMBL	ENSP00000296658	urinary system
PRAP1	ENSP00000416126	urinary system
PTGR1	ENSP00000311572	urinary system
SLC39A5	ENSP00000266980	urinary system
FBP1	ENSP00000364475	urinary system
FABP1	ENSP00000295834	urinary system
UGT1A1	ENSP00000304845	urinary system
PCK1	ENSP00000319814	urinary system
CEACAM1	ENSP00000161559	urinary system
KHK	ENSP00000260598	urinary system
SAT2	ENSP00000269298	urinary system
PCK2	ENSP00000216780	urinary system
AMN	ENSP00000299155	urinary system
SULT1C2	ENSP00000319622	urinary system
CLDN2	ENSP00000336571	urinary system
COX6A1P2	ENSP00000404078	urinary system
SMIM24	ENSP00000215531	urinary system
PBLD	ENSP00000308466	urinary system
DSG2	ENSP00000261590	urinary system
MUC20	ENSP00000396774	urinary system
CYSTM1	ENSP00000261811	urinary system
ACADSB	ENSP00000357873	urinary system
SLC47A1	ENSP00000270570	urinary system
TMEM176A	ENSP00000004103	urinary system
EHHADH	ENSP00000231887	urinary system
ALDH1B1	ENSP00000366927	urinary system
TTC38	ENSP00000370419	urinary system
ACSM2A	ENSP00000219054	urinary system
ACSM3	ENSP00000289416	urinary system
TAT	ENSP00000348234	urinary system
UGT2B7	ENSP00000304811	urinary system
CCDC176	ENSP00000377577	urinary system
CYP4A11	ENSP00000311095	urinary system
CFHR5	ENSP00000256785	urinary system
SLC22A7	ENSP00000361666	urinary system
SERPINF2	ENSP00000321853	urinary system
ALDH8A1	ENSP00000265605	urinary system
C14ORF105	ENSP00000216445	urinary system
RBP5	ENSP00000266560	urinary system
DMGDH	ENSP00000255189	urinary system
PLG	ENSP00000308938	urinary system
PKLR	ENSP00000339933	urinary system
BHMT2	ENSP00000255192	urinary system
DPYS	ENSP00000276651	urinary system
KNG1	ENSP00000265023	urinary system
HRG	ENSP00000232003	urinary system
HPD	ENSP00000289004	urinary system
HAO2	ENSP00000316339	urinary system
GSTA3	ENSP00000211122	urinary system
APOM	ENSP00000365081	urinary system
GLYATL1	ENSP00000300079	urinary system
GLYAT	ENSP00000340200	urinary system
ACSM2B	ENSP00000327453	urinary system
G6PC	ENSP00000253801	urinary system
FTCD	ENSP00000291670	urinary system
PAH	ENSP00000303500	urinary system
HGD	ENSP00000283871	urinary system
MTHFS	ENSP00000258874	urinary system
BHMT	ENSP00000274353	urinary system
RBP4	ENSP00000360519	urinary system
DAO	ENSP00000228476	urinary system
ACCS	ENSP00000263776	urinary system
ARSD	ENSP00000370546	urinary system
C11ORF54	ENSP00000331209	urinary system
TCN2	ENSP00000215838	urinary system
TMEM106A	ENSP00000330774	urinary system
TSPAN33	ENSP00000289407	urinary system
CGNL1	ENSP00000281282	urinary system
ENPEP	ENSP00000265162	urinary system
CLCN5	ENSP00000365256	urinary system
BCL2	ENSP00000329623	urinary system
COMMD8	ENSP00000370984	urinary system
CUBN	ENSP00000367064	urinary system
ITGB3	ENSP00000262017	urinary system
SLC39A4	ENSP00000372700	urinary system
SLC12A3	ENSP00000262502	urinary system
STC1	ENSP00000290271	urinary system
CDH6	ENSP00000265071	urinary system
TPRG1	ENSP00000341031	urinary system
ACMSD	ENSP00000348459	urinary system
AGMAT	ENSP00000364986	urinary system
CCDC180	ENSP00000349562	urinary system
CYP27B1	ENSP00000228606	urinary system
WDR72	ENSP00000353699	urinary system
XPNPEP2	ENSP00000360147	urinary system
UPP2	ENSP00000387230	urinary system
UMOD	ENSP00000306279	urinary system
UGT1A9	ENSP00000346768	urinary system
DCDC5	ENSP00000404672	urinary system
TMEM52B	ENSP00000298530	urinary system
TMEM52	ENSP00000311122	urinary system
TMEM27	ENSP00000369699	urinary system
TMEM174	ENSP00000296776	urinary system
TINAG	ENSP00000259782	urinary system
AGPAT9	ENSP00000264409	urinary system
TFCP2L1	ENSP00000263707	urinary system
AGXT2	ENSP00000231420	urinary system
TBC1D28	ENSP00000339973	urinary system
FAM151A	ENSP00000306888	urinary system
SLC6A19	ENSP00000305302	urinary system
SLC5A12	ENSP00000379326	urinary system
SLC47A2	ENSP00000326671	urinary system
SLC3A1	ENSP00000260649	urinary system
SLC34A1	ENSP00000321424	urinary system
SLC28A1	ENSP00000286749	urinary system
SLC23A3	ENSP00000406546	urinary system
SLC23A1	ENSP00000302851	urinary system
SLC22A8	ENSP00000337335	urinary system
SLC22A6	ENSP00000367102	urinary system
SLC22A2	ENSP00000355920	urinary system
SLC22A13	ENSP00000310241	urinary system
SLC16A9	ENSP00000298215	urinary system
SLC13A2	ENSP00000316202	urinary system
SFXN2	ENSP00000358909	urinary system
SCNN1G	ENSP00000300061	urinary system
DDC	ENSP00000350616	urinary system
RENBP	ENSP00000377303	urinary system
ATP6V0D2	ENSP00000285393	urinary system
PTH1R	ENSP00000321999	urinary system
PTGER3	ENSP00000349003	urinary system
PDZK1	ENSP00000342143	urinary system
ATP6V0A4	ENSP00000253856	urinary system
PALM3	ENSP00000344996	urinary system
OCIAD2	ENSP00000370873	urinary system
NRDE2	ENSP00000346335	urinary system
