GeneSym	EnsembleID	GO_anno
CYP26A1	ENSP00000224356	intracellular membrane-bounded organelle
CYP21A2	ENSP00000364304+ENSP00000394942+ENSP00000403721+ENSP00000408860	intracellular membrane-bounded organelle
CYP1A2	ENSP00000342007	intracellular membrane-bounded organelle
CYP19A1	ENSP00000260433	intracellular membrane-bounded organelle
FKBP3	ENSP00000216330	intracellular membrane-bounded organelle
LPIN3	ENSP00000362354	intracellular membrane-bounded organelle
USP17L2	ENSP00000333329	intracellular membrane-bounded organelle
CYP1A1	ENSP00000369050	intracellular membrane-bounded organelle
CYP1B1	ENSP00000260630	intracellular membrane-bounded organelle
CYP2D6	ENSP00000353820	intracellular membrane-bounded organelle
POR	ENSP00000265302	intracellular membrane-bounded organelle
PCYT1A	ENSP00000292823	intracellular membrane-bounded organelle
APOL2	ENSP00000249066	intracellular membrane-bounded organelle
HMGCLL1	ENSP00000381654	intracellular membrane-bounded organelle
LPIN2	ENSP00000261596	intracellular membrane-bounded organelle
MX1	ENSP00000381599	intracellular membrane-bounded organelle
KDSR	ENSP00000385083	intracellular membrane-bounded organelle
TMPRSS3	ENSP00000291532	intracellular membrane-bounded organelle
ERLIN1	ENSP00000384900	intracellular membrane-bounded organelle
UGT3A1	ENSP00000274278	intracellular membrane-bounded organelle
PIGA	ENSP00000369820	intracellular membrane-bounded organelle
PIGC	ENSP00000258324	intracellular membrane-bounded organelle
PIGP	ENSP00000420037	intracellular membrane-bounded organelle
PIGQ	ENSP00000026218	intracellular membrane-bounded organelle
PIGH	ENSP00000216452	intracellular membrane-bounded organelle
PIGY	ENSP00000273968	intracellular membrane-bounded organelle
SLC51A	ENSP00000296327	intracellular membrane-bounded organelle
ANKS4B	ENSP00000308772	intracellular membrane-bounded organelle
HMOX2	ENSP00000219700	intracellular membrane-bounded organelle
RASGRF2	ENSP00000265080	intracellular membrane-bounded organelle
MGLL	ENSP00000265052	intracellular membrane-bounded organelle
PGAP2	ENSP00000278243	intracellular membrane-bounded organelle
PREB	ENSP00000260643	intracellular membrane-bounded organelle
RHBDF1	ENSP00000262316	intracellular membrane-bounded organelle
RIC3	ENSP00000344904	intracellular membrane-bounded organelle
SURF4	ENSP00000361057	intracellular membrane-bounded organelle
SMPD4	ENSP00000376704	intracellular membrane-bounded organelle
SCAP	ENSP00000265565	intracellular membrane-bounded organelle
ATP2A3	ENSP00000353072	intracellular membrane-bounded organelle
MRVI1	ENSP00000414598	intracellular membrane-bounded organelle
SLC39A7	ENSP00000391735	intracellular membrane-bounded organelle
TMED1	ENSP00000214869	intracellular membrane-bounded organelle
LRAT	ENSP00000337224	intracellular membrane-bounded organelle
FAF2	ENSP00000261942	intracellular membrane-bounded organelle
LSS	ENSP00000348762	intracellular membrane-bounded organelle
LPCAT1	ENSP00000283415	intracellular membrane-bounded organelle
NSDHL	ENSP00000359297	intracellular membrane-bounded organelle
LPCAT2	ENSP00000262134	intracellular membrane-bounded organelle
PNPLA2	ENSP00000337701	intracellular membrane-bounded organelle
COL4A3BP	ENSP00000369862	intracellular membrane-bounded organelle
SGK1	ENSP00000356832	intracellular membrane-bounded organelle
EDEM2	ENSP00000363616	intracellular membrane-bounded organelle
EDEM3	ENSP00000318147	intracellular membrane-bounded organelle
FKBP14	ENSP00000222803	intracellular membrane-bounded organelle
PDIA5	ENSP00000323313	intracellular membrane-bounded organelle
RDH5	ENSP00000257895	intracellular membrane-bounded organelle
FMO1	ENSP00000346901	intracellular membrane-bounded organelle
DDOST	ENSP00000364188	intracellular membrane-bounded organelle
KRTCAP2	ENSP00000295682	intracellular membrane-bounded organelle
OSTC	ENSP00000354676	intracellular membrane-bounded organelle
STT3A	ENSP00000376472	intracellular membrane-bounded organelle
STT3B	ENSP00000295770	intracellular membrane-bounded organelle
SPCS2	ENSP00000263672	intracellular membrane-bounded organelle
SPCS3	ENSP00000264597	intracellular membrane-bounded organelle
ORMDL3	ENSP00000304858	intracellular membrane-bounded organelle
SPTLC1	ENSP00000262554	intracellular membrane-bounded organelle
SPTLC2	ENSP00000216484	intracellular membrane-bounded organelle
SPTLC3	ENSP00000381968	intracellular membrane-bounded organelle
SPTSSA	ENSP00000298130	intracellular membrane-bounded organelle
SPTSSB	ENSP00000352097	intracellular membrane-bounded organelle
ACER3	ENSP00000278544	intracellular membrane-bounded organelle
EXT1	ENSP00000367446	intracellular membrane-bounded organelle
TAPBP	ENSP00000378546+ENSP00000395701	intracellular membrane-bounded organelle
CYP2E1	ENSP00000252945	intracellular membrane-bounded organelle
ANKLE2	ENSP00000350686	intracellular membrane-bounded organelle
BSCL2	ENSP00000354032	intracellular membrane-bounded organelle
DERL3	ENSP00000384744	intracellular membrane-bounded organelle
DHRS9	ENSP00000316670	intracellular membrane-bounded organelle
DOLK	ENSP00000361667	intracellular membrane-bounded organelle
DOLPP1	ENSP00000361625	intracellular membrane-bounded organelle
DPAGT1	ENSP00000346142	intracellular membrane-bounded organelle
EDEM1	ENSP00000256497	intracellular membrane-bounded organelle
ELOVL1	ENSP00000361536	intracellular membrane-bounded organelle
ELOVL4	ENSP00000358831	intracellular membrane-bounded organelle
ELOVL6	ENSP00000304736	intracellular membrane-bounded organelle
FITM1	ENSP00000267426	intracellular membrane-bounded organelle
G6PC	ENSP00000253801	intracellular membrane-bounded organelle
LRIT1	ENSP00000361177	intracellular membrane-bounded organelle
MARCH6	ENSP00000274140	intracellular membrane-bounded organelle
MBOAT4	ENSP00000314196	intracellular membrane-bounded organelle
RTN1	ENSP00000267484	intracellular membrane-bounded organelle
SAMD8	ENSP00000361772	intracellular membrane-bounded organelle
SARAF	ENSP00000256255	intracellular membrane-bounded organelle
SGPL1	ENSP00000362298	intracellular membrane-bounded organelle
SLC37A4	ENSP00000339048	intracellular membrane-bounded organelle
UBXN8	ENSP00000265616	intracellular membrane-bounded organelle
TECR	ENSP00000215567	intracellular membrane-bounded organelle
SEC61A1	ENSP00000243253	intracellular membrane-bounded organelle
FITM2	ENSP00000380037	intracellular membrane-bounded organelle
RHBDD1	ENSP00000344779	intracellular membrane-bounded organelle
SPPL2C	ENSP00000332488	intracellular membrane-bounded organelle
ESYT1	ENSP00000267113	intracellular membrane-bounded organelle
EXTL1	ENSP00000363398	intracellular membrane-bounded organelle
EXTL3	ENSP00000220562	intracellular membrane-bounded organelle
RNF180	ENSP00000373752	intracellular membrane-bounded organelle
PGAP3	ENSP00000300658	intracellular membrane-bounded organelle
DERL2	ENSP00000158771	intracellular membrane-bounded organelle
EMC1	ENSP00000420608	intracellular membrane-bounded organelle
EMC3	ENSP00000245046	intracellular membrane-bounded organelle
EMC4	ENSP00000267750	intracellular membrane-bounded organelle
EMC6	ENSP00000248378	intracellular membrane-bounded organelle
EMC7	ENSP00000256545	intracellular membrane-bounded organelle
EMC9	ENSP00000216799	intracellular membrane-bounded organelle
EMC10	ENSP00000334037	intracellular membrane-bounded organelle
EMC2	ENSP00000220853	intracellular membrane-bounded organelle
EMC8	ENSP00000253457	intracellular membrane-bounded organelle
INSIG1	ENSP00000344741	intracellular membrane-bounded organelle
INSIG2	ENSP00000245787	intracellular membrane-bounded organelle
MMGT1	ENSP00000306220	intracellular membrane-bounded organelle
TAP1	ENSP00000346206+ENSP00000402316	intracellular membrane-bounded organelle
TAP2	ENSP00000372726+ENSP00000410971	intracellular membrane-bounded organelle
GPAA1	ENSP00000347206	intracellular membrane-bounded organelle
PIGK	ENSP00000359848	intracellular membrane-bounded organelle
PIGS	ENSP00000309430	intracellular membrane-bounded organelle
PIGU	ENSP00000217446	intracellular membrane-bounded organelle
SPCS1	ENSP00000233025	intracellular membrane-bounded organelle
WFS1	ENSP00000226760	intracellular membrane-bounded organelle
DGAT2	ENSP00000228027	intracellular membrane-bounded organelle
RRBP1	ENSP00000354045	intracellular membrane-bounded organelle
DPM2	ENSP00000322181	intracellular membrane-bounded organelle
DPM3	ENSP00000357384	intracellular membrane-bounded organelle
HM13	ENSP00000381237	intracellular membrane-bounded organelle
PIGT	ENSP00000279036	intracellular membrane-bounded organelle
ARL6IP1	ENSP00000306788	intracellular membrane-bounded organelle
SEC61B	ENSP00000223641	intracellular membrane-bounded organelle
SSR3	ENSP00000265044	intracellular membrane-bounded organelle
CASP4	ENSP00000388566	intracellular membrane-bounded organelle
DPM1	ENSP00000360644	intracellular membrane-bounded organelle
RP9	ENSP00000297157	intracellular membrane-bounded organelle
TESPA1	ENSP00000312679	intracellular membrane-bounded organelle
UBXN7	ENSP00000296328	intracellular membrane-bounded organelle
APH1A	ENSP00000358105	intracellular membrane-bounded organelle
PSENEN	ENSP00000222266	intracellular membrane-bounded organelle
SLC33A1	ENSP00000352456	intracellular membrane-bounded organelle
ART1	ENSP00000250693	intracellular membrane-bounded organelle
ATP2A2	ENSP00000324892	intracellular membrane-bounded organelle
CALHM1	ENSP00000329926	intracellular membrane-bounded organelle
EBP	ENSP00000417052	intracellular membrane-bounded organelle
FADS2	ENSP00000278840	intracellular membrane-bounded organelle
KTN1	ENSP00000348562	intracellular membrane-bounded organelle
RCE1	ENSP00000309163	intracellular membrane-bounded organelle
DEGS1	ENSP00000316476	intracellular membrane-bounded organelle
TM7SF2	ENSP00000279263	intracellular membrane-bounded organelle
UGT1A1	ENSP00000304845	intracellular membrane-bounded organelle
MAGT1	ENSP00000354649	intracellular membrane-bounded organelle
TUSC3	ENSP00000221167	intracellular membrane-bounded organelle
CYP4F12	ENSP00000321821	intracellular membrane-bounded organelle
CYP4F2	ENSP00000221700	intracellular membrane-bounded organelle
TRPM8	ENSP00000323926	intracellular membrane-bounded organelle
GJB1	ENSP00000354900	intracellular membrane-bounded organelle
GJC1	ENSP00000333193	intracellular membrane-bounded organelle
CHERP	ENSP00000198939	intracellular membrane-bounded organelle
DHRS7C	ENSP00000327975	intracellular membrane-bounded organelle
ITPR2	ENSP00000370744	intracellular membrane-bounded organelle
JPH3	ENSP00000284262	intracellular membrane-bounded organelle
RYR3	ENSP00000373884	intracellular membrane-bounded organelle
ATL1	ENSP00000351155	intracellular membrane-bounded organelle
NECAB3	ENSP00000246190	intracellular membrane-bounded organelle
AGPAT3	ENSP00000291572	intracellular membrane-bounded organelle
MGST2	ENSP00000265498	intracellular membrane-bounded organelle
RNF43	ENSP00000385328	intracellular membrane-bounded organelle
TYRO3	ENSP00000263798	intracellular membrane-bounded organelle
ALOX5AP	ENSP00000369858	intracellular membrane-bounded organelle
CERS2	ENSP00000271688	intracellular membrane-bounded organelle
TOR1AIP2	ENSP00000356584	intracellular membrane-bounded organelle
PARP16	ENSP00000261888	intracellular membrane-bounded organelle
CLGN	ENSP00000326699	intracellular membrane-bounded organelle
PPAPDC3	ENSP00000361338	intracellular membrane-bounded organelle
LPIN1	ENSP00000256720	intracellular membrane-bounded organelle
TMEM38B	ENSP00000363824	intracellular membrane-bounded organelle
DHCR7	ENSP00000347717	intracellular membrane-bounded organelle
LTC4S	ENSP00000292596	intracellular membrane-bounded organelle
RETSAT	ENSP00000295802	intracellular membrane-bounded organelle
PTGES	ENSP00000342385	intracellular membrane-bounded organelle
BNIP1	ENSP00000231668	intracellular membrane-bounded organelle
ERN1	ENSP00000401445	intracellular membrane-bounded organelle
CNEP1R1	ENSP00000405635	intracellular membrane-bounded organelle
CTDNEP1	ENSP00000321732	intracellular membrane-bounded organelle
DHCR24	ENSP00000360316	intracellular membrane-bounded organelle
YIF1A	ENSP00000366098	intracellular membrane-bounded organelle
VAPA	ENSP00000345656	intracellular membrane-bounded organelle
UBQLN4	ENSP00000357292	intracellular membrane-bounded organelle
CYP17A1	ENSP00000358903	intracellular membrane-bounded organelle
PTGS2	ENSP00000356438	intracellular membrane-bounded organelle
UBXN1	ENSP00000294119	intracellular membrane-bounded organelle
PTGS1	ENSP00000354612	intracellular membrane-bounded organelle
ABCB9	ENSP00000280560	intracellular membrane-bounded organelle
PLD1	ENSP00000342793	intracellular membrane-bounded organelle
GPSM1	ENSP00000392828	intracellular membrane-bounded organelle
RASGRP1	ENSP00000310244	intracellular membrane-bounded organelle
STS	ENSP00000217961	intracellular membrane-bounded organelle
PLD2	ENSP00000263088	intracellular membrane-bounded organelle
SLC27A4	ENSP00000300456	intracellular membrane-bounded organelle
SLC17A3	ENSP00000380250	intracellular membrane-bounded organelle
RPN1	ENSP00000296255	intracellular membrane-bounded organelle
RPN2	ENSP00000237530	intracellular membrane-bounded organelle
BCAP31	ENSP00000392330	intracellular membrane-bounded organelle
DCSTAMP	ENSP00000297581	intracellular membrane-bounded organelle
LRMP	ENSP00000354805	intracellular membrane-bounded organelle
PORCN	ENSP00000322304	intracellular membrane-bounded organelle
SACM1L	ENSP00000373713	intracellular membrane-bounded organelle
RTN2	ENSP00000245923	intracellular membrane-bounded organelle
SLC27A5	ENSP00000263093	intracellular membrane-bounded organelle
ESYT2	ENSP00000251527	intracellular membrane-bounded organelle
ESYT3	ENSP00000374218	intracellular membrane-bounded organelle
CLSTN2	ENSP00000402460	intracellular membrane-bounded organelle
GRM6	ENSP00000231188	intracellular membrane-bounded organelle
ATP10B	ENSP00000313600	intracellular membrane-bounded organelle
SLC18A1	ENSP00000276373	intracellular membrane-bounded organelle
IL15RA	ENSP00000369312	intracellular membrane-bounded organelle
LMAN2L	ENSP00000366280	intracellular membrane-bounded organelle
YIPF5	ENSP00000274496	intracellular membrane-bounded organelle
PLD4	ENSP00000376372	intracellular membrane-bounded organelle
UNC93B1	ENSP00000227471	intracellular membrane-bounded organelle
POMT1	ENSP00000361302	intracellular membrane-bounded organelle
MLANA	ENSP00000370880	intracellular membrane-bounded organelle
PMEL	ENSP00000353940	intracellular membrane-bounded organelle
ACSL1	ENSP00000281455	intracellular membrane-bounded organelle
ACSL6	ENSP00000296869	intracellular membrane-bounded organelle
MGST1	ENSP00000010404	intracellular membrane-bounded organelle
AGPAT5	ENSP00000285518	intracellular membrane-bounded organelle
MARCH5	ENSP00000351813	intracellular membrane-bounded organelle
RNF185	ENSP00000320508	intracellular membrane-bounded organelle
CISD2	ENSP00000273986	intracellular membrane-bounded organelle
