GeneSym	EnsembleID	GO_anno
SVIL	ENSP00000348128	costamere
SYNM	ENSP00000336775	costamere
CMYA5	ENSP00000238522	costamere
AHNAK2	ENSP00000353114	costamere
SMPX	ENSP00000368808	costamere
FLNC	ENSP00000327145	costamere
PGM5	ENSP00000379678	costamere
DMD	ENSP00000354923	costamere
ANK3	ENSP00000280772	costamere
ANK2	ENSP00000349588	costamere
TRPC1	ENSP00000273481	costamere
HOMER1	ENSP00000334382	costamere
ILK	ENSP00000299421	costamere
PGM5	ENSP00000379678	spot adherens junction
MYBPC3	ENSP00000382193	c zone
MYBPC3	ENSP00000382193	striated muscle myosin thick filament
MYOM1	ENSP00000348821	striated muscle myosin thick filament
TRIM32	ENSP00000363095	striated muscle myosin thick filament
MYH11	ENSP00000379616	muscle myosin complex
MYH13	ENSP00000252172	muscle myosin complex
MYH3	ENSP00000226209	muscle myosin complex
MYL6B	ENSP00000207437	muscle myosin complex
MYLPF	ENSP00000325239	muscle myosin complex
MYBPC3	ENSP00000382193	muscle myosin complex
MYOM1	ENSP00000348821	muscle myosin complex
TRIM32	ENSP00000363095	muscle myosin complex
MYH4	ENSP00000255381	muscle myosin complex
MYH8	ENSP00000252173	muscle myosin complex
MYL1	ENSP00000307280	muscle myosin complex
MYL3	ENSP00000292327	muscle myosin complex
MYL5	ENSP00000383023	muscle myosin complex
MYH1	ENSP00000226207	muscle myosin complex
MYL9	ENSP00000279022	muscle myosin complex
MYH2	ENSP00000245503	muscle myosin complex
MYH6	ENSP00000348634	muscle myosin complex
MYH7	ENSP00000347507	muscle myosin complex
MYL12A	ENSP00000217652	myosin ii complex
MYL12B	ENSP00000237500	myosin ii complex
MYH11	ENSP00000379616	myosin ii complex
MYH13	ENSP00000252172	myosin ii complex
MYH3	ENSP00000226209	myosin ii complex
MYL6B	ENSP00000207437	myosin ii complex
MYH10	ENSP00000269243	myosin ii complex
MYH14	ENSP00000407879	myosin ii complex
MYH9	ENSP00000216181	myosin ii complex
MYLPF	ENSP00000325239	myosin ii complex
SHROOM4	ENSP00000289292	myosin ii complex
SHROOM1	ENSP00000324245	myosin ii complex
MYBPC3	ENSP00000382193	myosin ii complex
MYOM1	ENSP00000348821	myosin ii complex
TRIM32	ENSP00000363095	myosin ii complex
MYH4	ENSP00000255381	myosin ii complex
MYH8	ENSP00000252173	myosin ii complex
MYL1	ENSP00000307280	myosin ii complex
MYL3	ENSP00000292327	myosin ii complex
MYL5	ENSP00000383023	myosin ii complex
MYH1	ENSP00000226207	myosin ii complex
MYL9	ENSP00000279022	myosin ii complex
MYH2	ENSP00000245503	myosin ii complex
MYH6	ENSP00000348634	myosin ii complex
MYH7	ENSP00000347507	myosin ii complex
MYH11	ENSP00000379616	myosin filament
MYH13	ENSP00000252172	myosin filament
MYH3	ENSP00000226209	myosin filament
MYBPC1	ENSP00000354849	myosin filament
MYH15	ENSP00000273353	myosin filament
MYBPC2	ENSP00000350332	myosin filament
MYBPH	ENSP00000255416	myosin filament
MYH7B	ENSP00000262873	myosin filament
MYBPC3	ENSP00000382193	myosin filament
MYOM1	ENSP00000348821	myosin filament
TRIM32	ENSP00000363095	myosin filament
MYH4	ENSP00000255381	myosin filament
MYH8	ENSP00000252173	myosin filament
MYH1	ENSP00000226207	myosin filament
MYOM2	ENSP00000262113	myosin filament
MYH2	ENSP00000245503	myosin filament
MYH6	ENSP00000348634	myosin filament
MYH7	ENSP00000347507	myosin filament
MYO1B	ENSP00000306382	myosin complex
MYL12A	ENSP00000217652	myosin complex
MYL12B	ENSP00000237500	myosin complex
MYH11	ENSP00000379616	myosin complex
MYH13	ENSP00000252172	myosin complex
MYH3	ENSP00000226209	myosin complex
MYL6B	ENSP00000207437	myosin complex
MYL6	ENSP00000293422	myosin complex
MYO1G	ENSP00000258787	myosin complex
MYO7B	ENSP00000415090	myosin complex
MYO5C	ENSP00000261839	myosin complex
MYO15A	ENSP00000205890	myosin complex
MYO1E	ENSP00000288235	myosin complex
MYO5B	ENSP00000285039	myosin complex
MYH10	ENSP00000269243	myosin complex
MYH14	ENSP00000407879	myosin complex
MYH9	ENSP00000216181	myosin complex
MYO5A	ENSP00000382177	myosin complex
MYO1C	ENSP00000352834	myosin complex
MYO6	ENSP00000358994	myosin complex
MYO16	ENSP00000349145	myosin complex
MYO1D	ENSP00000324527	myosin complex
MYO10	ENSP00000391106	myosin complex
BMF	ENSP00000346697	myosin complex
MYO19	ENSP00000397134	myosin complex
MYLPF	ENSP00000325239	myosin complex
MYO1F	ENSP00000344871	myosin complex
MYO1A	ENSP00000300119	myosin complex
SHROOM4	ENSP00000289292	myosin complex
SHROOM1	ENSP00000324245	myosin complex
DYNLL2	ENSP00000240343	myosin complex
MYBPC1	ENSP00000354849	myosin complex
MYH15	ENSP00000273353	myosin complex
MYBPC2	ENSP00000350332	myosin complex
MYBPH	ENSP00000255416	myosin complex
MYH7B	ENSP00000262873	myosin complex
MYO15B	ENSP00000293201	myosin complex
MYO1H	ENSP00000408830	myosin complex
MYO9A	ENSP00000348349	myosin complex
CGN	ENSP00000271636	myosin complex
CGNL1	ENSP00000281282	myosin complex
MYO18A	ENSP00000346291	myosin complex
MYO3A	ENSP00000265944	myosin complex
MYO3B	ENSP00000386213	myosin complex
MYO9B	ENSP00000380444	myosin complex
MYBPC3	ENSP00000382193	myosin complex
MYOM1	ENSP00000348821	myosin complex
TRIM32	ENSP00000363095	myosin complex
MYH4	ENSP00000255381	myosin complex
MYH8	ENSP00000252173	myosin complex
MYL1	ENSP00000307280	myosin complex
MYL3	ENSP00000292327	myosin complex
MYL2	ENSP00000228841	myosin complex
MYL4	ENSP00000347055	myosin complex
MYL5	ENSP00000383023	myosin complex
MYH1	ENSP00000226207	myosin complex
MYL9	ENSP00000279022	myosin complex
MYO18B	ENSP00000386096	myosin complex
MYOM2	ENSP00000262113	myosin complex
MYL7	ENSP00000223364	myosin complex
MYH2	ENSP00000245503	myosin complex
MYH6	ENSP00000348634	myosin complex
MYH7	ENSP00000347507	myosin complex
MYO7A	ENSP00000386331	myosin complex
ACTA1	ENSP00000355645	actin filament bundle
TPM3	ENSP00000357513	actin filament bundle
MYL12A	ENSP00000217652	actin filament bundle
MYL12B	ENSP00000237500	actin filament bundle
NEBL	ENSP00000366326	actin filament bundle
MYH11	ENSP00000379616	actin filament bundle
CRYAB	ENSP00000227251	actin filament bundle
FSCN1	ENSP00000371798	actin filament bundle
MYLK	ENSP00000353452	actin filament bundle
VIL1	ENSP00000248444	actin filament bundle
MLPH	ENSP00000264605	actin filament bundle
SEPT11	ENSP00000264893	actin filament bundle
FLNB	ENSP00000295956	actin filament bundle
TPM4	ENSP00000345230	actin filament bundle
LCP1	ENSP00000315757	actin filament bundle
CNN2	ENSP00000263097	actin filament bundle
CORO1B	ENSP00000340211	actin filament bundle
ACTN4	ENSP00000252699	actin filament bundle
MYH10	ENSP00000269243	actin filament bundle
MYH14	ENSP00000407879	actin filament bundle
MYH9	ENSP00000216181	actin filament bundle
SEPT7	ENSP00000381992	actin filament bundle
ABLIM1	ENSP00000338190	actin filament bundle
ABLIM3	ENSP00000310309	actin filament bundle
DAAM1	ENSP00000247170	actin filament bundle
SH2B2	ENSP00000304701	actin filament bundle
MICALL2	ENSP00000297508	actin filament bundle
ENAH	ENSP00000355809	actin filament bundle
FBLIM1	ENSP00000416387	actin filament bundle
LIMA1	ENSP00000378400	actin filament bundle
PDLIM7	ENSP00000348099	actin filament bundle
PXN	ENSP00000228307	actin filament bundle
PTK2	ENSP00000341189	actin filament bundle
SORBS1	ENSP00000355136	actin filament bundle
ZYX	ENSP00000324422	actin filament bundle
FERMT2	ENSP00000342858	actin filament bundle
AMOT	ENSP00000361027	actin filament bundle
VANGL2	ENSP00000357040	actin filament bundle
PSTPIP1	ENSP00000368914	actin filament bundle
SHROOM4	ENSP00000289292	actin filament bundle
SEPT9	ENSP00000391249	actin filament bundle
SEPT12	ENSP00000268231	actin filament bundle
MYL9	ENSP00000279022	actin filament bundle
FHL3	ENSP00000362107	actin filament bundle
MYH6	ENSP00000348634	actin filament bundle
MYH7	ENSP00000347507	actin filament bundle
PGM5	ENSP00000379678	actin filament bundle
SYNPO	ENSP00000302139	actin filament bundle
TPM1	ENSP00000267996	actin filament bundle
MST1R	ENSP00000296474	actin filament bundle
ACTA1	ENSP00000355645	stress fiber
TPM3	ENSP00000357513	stress fiber
MYL12A	ENSP00000217652	stress fiber
MYL12B	ENSP00000237500	stress fiber
NEBL	ENSP00000366326	stress fiber
MYH11	ENSP00000379616	stress fiber
FSCN1	ENSP00000371798	stress fiber
MYLK	ENSP00000353452	stress fiber
MLPH	ENSP00000264605	stress fiber
SEPT11	ENSP00000264893	stress fiber
FLNB	ENSP00000295956	stress fiber
TPM4	ENSP00000345230	stress fiber
CNN2	ENSP00000263097	stress fiber
CORO1B	ENSP00000340211	stress fiber
ACTN4	ENSP00000252699	stress fiber
MYH10	ENSP00000269243	stress fiber
MYH14	ENSP00000407879	stress fiber
MYH9	ENSP00000216181	stress fiber
SEPT7	ENSP00000381992	stress fiber
ABLIM1	ENSP00000338190	stress fiber
ABLIM3	ENSP00000310309	stress fiber
DAAM1	ENSP00000247170	stress fiber
SH2B2	ENSP00000304701	stress fiber
MICALL2	ENSP00000297508	stress fiber
ENAH	ENSP00000355809	stress fiber
FBLIM1	ENSP00000416387	stress fiber
LIMA1	ENSP00000378400	stress fiber
PDLIM7	ENSP00000348099	stress fiber
PXN	ENSP00000228307	stress fiber
PTK2	ENSP00000341189	stress fiber
SORBS1	ENSP00000355136	stress fiber
ZYX	ENSP00000324422	stress fiber
FERMT2	ENSP00000342858	stress fiber
AMOT	ENSP00000361027	stress fiber
VANGL2	ENSP00000357040	stress fiber
PSTPIP1	ENSP00000368914	stress fiber
SHROOM4	ENSP00000289292	stress fiber
SEPT9	ENSP00000391249	stress fiber
SEPT12	ENSP00000268231	stress fiber
MYL9	ENSP00000279022	stress fiber
FHL3	ENSP00000362107	stress fiber
MYH6	ENSP00000348634	stress fiber
MYH7	ENSP00000347507	stress fiber
PGM5	ENSP00000379678	stress fiber
SYNPO	ENSP00000302139	stress fiber
TPM1	ENSP00000267996	stress fiber
MST1R	ENSP00000296474	stress fiber
ACTA1	ENSP00000355645	actomyosin
TPM3	ENSP00000357513	actomyosin
MYL12A	ENSP00000217652	actomyosin
MYL12B	ENSP00000237500	actomyosin
NEBL	ENSP00000366326	actomyosin
MYH11	ENSP00000379616	actomyosin
CDC42BPA	ENSP00000355731	actomyosin
CDC42BPB	ENSP00000372449	actomyosin
FSCN1	ENSP00000371798	actomyosin
MYLK	ENSP00000353452	actomyosin
MLPH	ENSP00000264605	actomyosin
SEPT11	ENSP00000264893	actomyosin
ACTC1	ENSP00000290378	actomyosin
FLNB	ENSP00000295956	actomyosin
TPM4	ENSP00000345230	actomyosin
CNN2	ENSP00000263097	actomyosin
CORO1B	ENSP00000340211	actomyosin
ACTN4	ENSP00000252699	actomyosin
MYH10	ENSP00000269243	actomyosin
MYH14	ENSP00000407879	actomyosin
MYH9	ENSP00000216181	actomyosin
MYO5A	ENSP00000382177	actomyosin
STX1A	ENSP00000222812	actomyosin
HDAC4	ENSP00000264606	actomyosin
KAT2B	ENSP00000263754	actomyosin
SEPT7	ENSP00000381992	actomyosin
ABLIM1	ENSP00000338190	actomyosin
ABLIM3	ENSP00000310309	actomyosin
LURAP1	ENSP00000361048	actomyosin
DAAM1	ENSP00000247170	actomyosin
SH2B2	ENSP00000304701	actomyosin
DBN1	ENSP00000292385	actomyosin
MICALL2	ENSP00000297508	actomyosin
ENAH	ENSP00000355809	actomyosin
FBLIM1	ENSP00000416387	actomyosin
LIMA1	ENSP00000378400	actomyosin
PDLIM7	ENSP00000348099	actomyosin
PXN	ENSP00000228307	actomyosin
PTK2	ENSP00000341189	actomyosin
SORBS1	ENSP00000355136	actomyosin
ZYX	ENSP00000324422	actomyosin
FERMT2	ENSP00000342858	actomyosin
AMOT	ENSP00000361027	actomyosin
VANGL2	ENSP00000357040	actomyosin
PSTPIP1	ENSP00000368914	actomyosin
SHROOM4	ENSP00000289292	actomyosin
SEPT9	ENSP00000391249	actomyosin
MYO18A	ENSP00000346291	actomyosin
SEPT12	ENSP00000268231	actomyosin
MYL9	ENSP00000279022	actomyosin
FHL3	ENSP00000362107	actomyosin
MYH6	ENSP00000348634	actomyosin
MYH7	ENSP00000347507	actomyosin
PGM5	ENSP00000379678	actomyosin
SYNPO	ENSP00000302139	actomyosin
TPM1	ENSP00000267996	actomyosin
MST1R	ENSP00000296474	actomyosin
MYO1B	ENSP00000306382	actin cytoskeleton
CAPG	ENSP00000263867	actin cytoskeleton
KALRN	ENSP00000240874	actin cytoskeleton
TARS	ENSP00000265112	actin cytoskeleton
LSP1	ENSP00000308383	actin cytoskeleton
WASF2	ENSP00000396211	actin cytoskeleton
WAS	ENSP00000365891	actin cytoskeleton
RAB22A	ENSP00000244040	actin cytoskeleton
FAM129B	ENSP00000362409	actin cytoskeleton
PSMB3	ENSP00000225426	actin cytoskeleton
ACTA1	ENSP00000355645	actin cytoskeleton
TPM3	ENSP00000357513	actin cytoskeleton
MYL12A	ENSP00000217652	actin cytoskeleton
MYL12B	ENSP00000237500	actin cytoskeleton
NEBL	ENSP00000366326	actin cytoskeleton
ACTA2	ENSP00000224784	actin cytoskeleton
MYH11	ENSP00000379616	actin cytoskeleton
MYH13	ENSP00000252172	actin cytoskeleton
MYH3	ENSP00000226209	actin cytoskeleton
MYL6B	ENSP00000207437	actin cytoskeleton
CFL2	ENSP00000298159	actin cytoskeleton
NEB	ENSP00000386259	actin cytoskeleton
CRYAB	ENSP00000227251	actin cytoskeleton
TTN	ENSP00000348444	actin cytoskeleton
ACTG1	ENSP00000331514	actin cytoskeleton
LRRC16A	ENSP00000331983	actin cytoskeleton
CAPZA1	ENSP00000263168	actin cytoskeleton
CAPZA2	ENSP00000354947	actin cytoskeleton
LUZP6	ENSP00000349140	actin cytoskeleton
RHOQ	ENSP00000238738	actin cytoskeleton
FERMT3	ENSP00000279227	actin cytoskeleton
MYL6	ENSP00000293422	actin cytoskeleton
MYO1G	ENSP00000258787	actin cytoskeleton
MYO7B	ENSP00000415090	actin cytoskeleton
MYO5C	ENSP00000261839	actin cytoskeleton
IQGAP2	ENSP00000274364	actin cytoskeleton
MYO15A	ENSP00000205890	actin cytoskeleton
MYO1E	ENSP00000288235	actin cytoskeleton
ACTR1A	ENSP00000358921	actin cytoskeleton
ACTR1B	ENSP00000289228	actin cytoskeleton
CDC42BPA	ENSP00000355731	actin cytoskeleton
CDC42BPB	ENSP00000372449	actin cytoskeleton
FSCN1	ENSP00000371798	actin cytoskeleton
MYLK	ENSP00000353452	actin cytoskeleton
VIL1	ENSP00000248444	actin cytoskeleton
DSTN	ENSP00000246069	actin cytoskeleton
MLPH	ENSP00000264605	actin cytoskeleton
SEPT11	ENSP00000264893	actin cytoskeleton
CROCC	ENSP00000364691	actin cytoskeleton
VCAM1	ENSP00000294728	actin cytoskeleton
CD2AP	ENSP00000352264	actin cytoskeleton
CORO1A	ENSP00000219150	actin cytoskeleton
MYADM	ENSP00000337222	actin cytoskeleton
MYO5B	ENSP00000285039	actin cytoskeleton
WASL	ENSP00000223023	actin cytoskeleton
DCTN2	ENSP00000408910	actin cytoskeleton
SHROOM2	ENSP00000370299	actin cytoskeleton
ACTC1	ENSP00000290378	actin cytoskeleton
FLNB	ENSP00000295956	actin cytoskeleton
TPM4	ENSP00000345230	actin cytoskeleton
ACTR2	ENSP00000367220	actin cytoskeleton
ARPC1A	ENSP00000252725	actin cytoskeleton
ARPC5	ENSP00000352918	actin cytoskeleton
ARPC3	ENSP00000228825	actin cytoskeleton
ARPC2	ENSP00000295685	actin cytoskeleton
LCP1	ENSP00000315757	actin cytoskeleton
TLN1	ENSP00000316029	actin cytoskeleton
GSN	ENSP00000362924	actin cytoskeleton
CNN2	ENSP00000263097	actin cytoskeleton
CORO1B	ENSP00000340211	actin cytoskeleton
CAP1	ENSP00000361878	actin cytoskeleton
LASP1	ENSP00000325240	actin cytoskeleton
EPB41L2	ENSP00000338481	actin cytoskeleton
CFL1	ENSP00000309629	actin cytoskeleton
MARCKS	ENSP00000357624	actin cytoskeleton
AIF1L	ENSP00000247291	actin cytoskeleton
PDLIM2	ENSP00000265810	actin cytoskeleton
AHNAK	ENSP00000367263	actin cytoskeleton
VCL	ENSP00000211998	actin cytoskeleton
ACTR3	ENSP00000263238	actin cytoskeleton
CAPN2	ENSP00000295006	actin cytoskeleton
FLNA	ENSP00000358866	actin cytoskeleton
FGR	ENSP00000363115	actin cytoskeleton
ACTN2	ENSP00000355537	actin cytoskeleton
ACTN4	ENSP00000252699	actin cytoskeleton
ALDOA	ENSP00000336927	actin cytoskeleton
CAPZB	ENSP00000364287	actin cytoskeleton
SPTAN1	ENSP00000361824	actin cytoskeleton
CDH1	ENSP00000261769	actin cytoskeleton
IQGAP1	ENSP00000268182	actin cytoskeleton
JUP	ENSP00000311113	actin cytoskeleton
DST	ENSP00000359790	actin cytoskeleton
MYH10	ENSP00000269243	actin cytoskeleton
MYH14	ENSP00000407879	actin cytoskeleton
MYH9	ENSP00000216181	actin cytoskeleton
MYO5A	ENSP00000382177	actin cytoskeleton
CLIC4	ENSP00000363500	actin cytoskeleton
CLIC5	ENSP00000185206	actin cytoskeleton
MYO1C	ENSP00000352834	actin cytoskeleton
EZR	ENSP00000338934	actin cytoskeleton
SLC9A3R1	ENSP00000262613	actin cytoskeleton
AMPH	ENSP00000348602	actin cytoskeleton
STX1A	ENSP00000222812	actin cytoskeleton
ADAM8	ENSP00000390728	actin cytoskeleton
APOB	ENSP00000233242	actin cytoskeleton
MYO6	ENSP00000358994	actin cytoskeleton
PPP1R12B	ENSP00000356239	actin cytoskeleton
CORO2A	ENSP00000343746	actin cytoskeleton
NFE2	ENSP00000312436	actin cytoskeleton
MYO16	ENSP00000349145	actin cytoskeleton
NFATC2	ENSP00000379330	actin cytoskeleton
CTDP1	ENSP00000299543	actin cytoskeleton
MED28	ENSP00000237380	actin cytoskeleton
KLHL20	ENSP00000209884	actin cytoskeleton
PHC3	ENSP00000309482	actin cytoskeleton
INTS6	ENSP00000310260	actin cytoskeleton
TAF5	ENSP00000358854	actin cytoskeleton
TFPT	ENSP00000344343	actin cytoskeleton
STAG2	ENSP00000218089	actin cytoskeleton
HDAC4	ENSP00000264606	actin cytoskeleton
KAT2B	ENSP00000263754	actin cytoskeleton
PPP1R12A	ENSP00000261207	actin cytoskeleton
HAX1	ENSP00000329002	actin cytoskeleton
RPA1	ENSP00000254719	actin cytoskeleton
HNRNPK	ENSP00000365439	actin cytoskeleton
H1F0	ENSP00000344504	actin cytoskeleton
MAEA	ENSP00000302830	actin cytoskeleton
MYO1D	ENSP00000324527	actin cytoskeleton
SPTBN1	ENSP00000349259	actin cytoskeleton
SPTBN4	ENSP00000263373	actin cytoskeleton
SEPT2	ENSP00000353157	actin cytoskeleton
SEPT7	ENSP00000381992	actin cytoskeleton
MYO10	ENSP00000391106	actin cytoskeleton
APBB3	ENSP00000346378	actin cytoskeleton
SMTN	ENSP00000351593	actin cytoskeleton
ZNF174	ENSP00000268655	actin cytoskeleton
MSRB1	ENSP00000355084	actin cytoskeleton
PKNOX2	ENSP00000298282	actin cytoskeleton
LRIF1	ENSP00000358778	actin cytoskeleton
ZNF74	ENSP00000383301	actin cytoskeleton
ARHGAP35	ENSP00000385720	actin cytoskeleton
FYB	ENSP00000316460	actin cytoskeleton
HSPB7	ENSP00000310111	actin cytoskeleton
RAI14	ENSP00000265109	actin cytoskeleton
MYOZ1	ENSP00000352272	actin cytoskeleton
CATIP	ENSP00000289388	actin cytoskeleton
STK17B	ENSP00000263955	actin cytoskeleton
C14ORF166	ENSP00000261700	actin cytoskeleton
CCDC53	ENSP00000240079	actin cytoskeleton
ABL2	ENSP00000356595	actin cytoskeleton
MYLK3	ENSP00000378288	actin cytoskeleton
ACTL7B	ENSP00000363799	actin cytoskeleton
IPP	ENSP00000379736	actin cytoskeleton
PDLIM3	ENSP00000284770	actin cytoskeleton
FSCN3	ENSP00000265825	actin cytoskeleton
DENND2A	ENSP00000275884	actin cytoskeleton
DAPK1	ENSP00000350785	actin cytoskeleton
CTTNBP2NL	ENSP00000271277	actin cytoskeleton
CDC42EP3	ENSP00000295324	actin cytoskeleton
STK38L	ENSP00000373684	actin cytoskeleton
CORO2B	ENSP00000261861	actin cytoskeleton
CORO6	ENSP00000373419	actin cytoskeleton
VILL	ENSP00000283713	actin cytoskeleton
FAM101B	ENSP00000331915	actin cytoskeleton
ABLIM2	ENSP00000393511	actin cytoskeleton
CTNNAL1	ENSP00000320434	actin cytoskeleton
NMT1	ENSP00000258960	actin cytoskeleton
TTC17	ENSP00000039989	actin cytoskeleton
USH1G	ENSP00000320076	actin cytoskeleton
CDC42EP4	ENSP00000338258	actin cytoskeleton
NCOA5	ENSP00000290231	actin cytoskeleton
AVIL	ENSP00000257861	actin cytoskeleton
FGD4	ENSP00000394487	actin cytoskeleton
CIT	ENSP00000261833	actin cytoskeleton
HAP1	ENSP00000334002	actin cytoskeleton
MTSS1	ENSP00000322804	actin cytoskeleton
RINL	ENSP00000340369	actin cytoskeleton
SLC16A3	ENSP00000376150	actin cytoskeleton
ABL1	ENSP00000361423	actin cytoskeleton
ERAL1	ENSP00000254928	actin cytoskeleton
BMF	ENSP00000346697	actin cytoskeleton
MYO19	ENSP00000397134	actin cytoskeleton
WASF1	ENSP00000352425	actin cytoskeleton
NOTCH3	ENSP00000263388	actin cytoskeleton
MYLPF	ENSP00000325239	actin cytoskeleton
VPS16	ENSP00000369810	actin cytoskeleton
VPS18	ENSP00000220509	actin cytoskeleton
GABARAP	ENSP00000306866	actin cytoskeleton
ABLIM1	ENSP00000338190	actin cytoskeleton
ABLIM3	ENSP00000310309	actin cytoskeleton
LURAP1	ENSP00000361048	actin cytoskeleton
DAAM1	ENSP00000247170	actin cytoskeleton
SH2B2	ENSP00000304701	actin cytoskeleton
DBN1	ENSP00000292385	actin cytoskeleton
MICALL2	ENSP00000297508	actin cytoskeleton
ENAH	ENSP00000355809	actin cytoskeleton
FBLIM1	ENSP00000416387	actin cytoskeleton
LIMA1	ENSP00000378400	actin cytoskeleton
PDLIM7	ENSP00000348099	actin cytoskeleton
PXN	ENSP00000228307	actin cytoskeleton
PTK2	ENSP00000341189	actin cytoskeleton
SORBS1	ENSP00000355136	actin cytoskeleton
ZYX	ENSP00000324422	actin cytoskeleton
FERMT2	ENSP00000342858	actin cytoskeleton
LPXN	ENSP00000263845	actin cytoskeleton
SVIL	ENSP00000348128	actin cytoskeleton
AMOT	ENSP00000361027	actin cytoskeleton
VANGL2	ENSP00000357040	actin cytoskeleton
ANLN	ENSP00000265748	actin cytoskeleton
PSTPIP1	ENSP00000368914	actin cytoskeleton
CALD1	ENSP00000354826	actin cytoskeleton
LANCL2	ENSP00000254770	actin cytoskeleton
GYS2	ENSP00000261195	actin cytoskeleton
PLEKHH2	ENSP00000282406	actin cytoskeleton
MYO1F	ENSP00000344871	actin cytoskeleton
EPB41	ENSP00000290100	actin cytoskeleton
MARK2	ENSP00000389184	actin cytoskeleton
PPP1R9A	ENSP00000344524	actin cytoskeleton
KNCN	ENSP00000379607	actin cytoskeleton
SPTBN2	ENSP00000311489	actin cytoskeleton
MYO1A	ENSP00000300119	actin cytoskeleton
SHROOM4	ENSP00000289292	actin cytoskeleton
SPTA1	ENSP00000357130	actin cytoskeleton
SPTB	ENSP00000374372	actin cytoskeleton
ACTR10	ENSP00000254286	actin cytoskeleton
KIF9	ENSP00000265529	actin cytoskeleton
GAS2L3	ENSP00000266754	actin cytoskeleton
SHROOM1	ENSP00000324245	actin cytoskeleton
SEPT9	ENSP00000391249	actin cytoskeleton
DCTN4	ENSP00000414906	actin cytoskeleton
C10ORF90	ENSP00000284694	actin cytoskeleton
DYNLL2	ENSP00000240343	actin cytoskeleton
NCAPG	ENSP00000251496	actin cytoskeleton
ANKRD26	ENSP00000365255	actin cytoskeleton
SPECC1L	ENSP00000325785	actin cytoskeleton
ARHGAP6	ENSP00000338967	actin cytoskeleton
GAS2	ENSP00000278187	actin cytoskeleton
BIN3	ENSP00000276416	actin cytoskeleton
RCSD1	ENSP00000356828	actin cytoskeleton
WIPF1	ENSP00000352802	actin cytoskeleton
GAS7	ENSP00000322608	actin cytoskeleton
MYBPC1	ENSP00000354849	actin cytoskeleton
MYH15	ENSP00000273353	actin cytoskeleton
MYBPC2	ENSP00000350332	actin cytoskeleton
MYBPH	ENSP00000255416	actin cytoskeleton
MYH7B	ENSP00000262873	actin cytoskeleton
MYO15B	ENSP00000293201	actin cytoskeleton
MYO1H	ENSP00000408830	actin cytoskeleton
MYO9A	ENSP00000348349	actin cytoskeleton
BFSP1	ENSP00000367104	actin cytoskeleton
FMN1	ENSP00000333950	actin cytoskeleton
CGN	ENSP00000271636	actin cytoskeleton
CGNL1	ENSP00000281282	actin cytoskeleton
BIN2	ENSP00000267012	actin cytoskeleton
PTPN12	ENSP00000248594	actin cytoskeleton
SH3PXD2A	ENSP00000348215	actin cytoskeleton
SH3PXD2B	ENSP00000309714	actin cytoskeleton
RLTPR	ENSP00000334958	actin cytoskeleton
KLHL2	ENSP00000226725	actin cytoskeleton
ADD2	ENSP00000264436	actin cytoskeleton
CAPZA3	ENSP00000326238	actin cytoskeleton
MYO18A	ENSP00000346291	actin cytoskeleton
DFNB31	ENSP00000354623	actin cytoskeleton
ESPN	ENSP00000367059	actin cytoskeleton
MYO3A	ENSP00000265944	actin cytoskeleton
MYO3B	ENSP00000386213	actin cytoskeleton
MAD1L1	ENSP00000382562	actin cytoskeleton
KNTC1	ENSP00000328236	actin cytoskeleton
DCTN1	ENSP00000354791	actin cytoskeleton
DCTN3	ENSP00000259632	actin cytoskeleton
DCTN6	ENSP00000221114	actin cytoskeleton
SEPT12	ENSP00000268231	actin cytoskeleton
COBL	ENSP00000265136	actin cytoskeleton
DPYSL3	ENSP00000381526	actin cytoskeleton
RAC3	ENSP00000304283	actin cytoskeleton
MYO9B	ENSP00000380444	actin cytoskeleton
FKBP15	ENSP00000238256	actin cytoskeleton
KPTN	ENSP00000337850	actin cytoskeleton
ABRA	ENSP00000311436	actin cytoskeleton
MYOT	ENSP00000239926	actin cytoskeleton
SORBS2	ENSP00000284776	actin cytoskeleton
MYOZ2	ENSP00000306997	actin cytoskeleton
FHOD3	ENSP00000257209	actin cytoskeleton
TMOD3	ENSP00000308753	actin cytoskeleton
TMOD4	ENSP00000295314	actin cytoskeleton
TPM2	ENSP00000354219	actin cytoskeleton
TNNC1	ENSP00000232975	actin cytoskeleton
TNNI2	ENSP00000252898	actin cytoskeleton
TNNC2	ENSP00000361636	actin cytoskeleton
TNNI1	ENSP00000337022	actin cytoskeleton
TNNI3	ENSP00000341838	actin cytoskeleton
TNNT1	ENSP00000291901	actin cytoskeleton
TNNT2	ENSP00000350511	actin cytoskeleton
TNNT3	ENSP00000278317	actin cytoskeleton
MYBPC3	ENSP00000382193	actin cytoskeleton
MYOM1	ENSP00000348821	actin cytoskeleton
TRIM32	ENSP00000363095	actin cytoskeleton
MYH4	ENSP00000255381	actin cytoskeleton
MYH8	ENSP00000252173	actin cytoskeleton
MYL1	ENSP00000307280	actin cytoskeleton
MYL3	ENSP00000292327	actin cytoskeleton
MYL2	ENSP00000228841	actin cytoskeleton
MYL4	ENSP00000347055	actin cytoskeleton
MYL5	ENSP00000383023	actin cytoskeleton
MYH1	ENSP00000226207	actin cytoskeleton
MYL9	ENSP00000279022	actin cytoskeleton
MYO18B	ENSP00000386096	actin cytoskeleton
MYOM2	ENSP00000262113	actin cytoskeleton
MYL7	ENSP00000223364	actin cytoskeleton
