GeneSym	EnsembleID	Tissue
MFSD2A	ENSG00000168389	skeletal muscle
PLEKHA1	ENSG00000107679	skeletal muscle
LIX1	ENSG00000145721	skeletal muscle
TMSB15B	ENSG00000158427	skeletal muscle
ZNF776	ENSG00000152443	skeletal muscle
POFUT1	ENSG00000101346	skeletal muscle
MEGF6	ENSG00000162591	skeletal muscle
ZNF19	ENSG00000157429	skeletal muscle
METAP1	ENSG00000164024	skeletal muscle
FTSJ3	ENSG00000108592	skeletal muscle
ATP8A1	ENSG00000124406	skeletal muscle
NCKAP1	ENSG00000061676	skeletal muscle
MRPS2	ENSG00000122140	skeletal muscle
VTI1A	ENSG00000151532	skeletal muscle
C19ORF18	ENSG00000177025	skeletal muscle
POC1A	ENSG00000164087	skeletal muscle
ZNF547	ENSG00000152433	skeletal muscle
GATAD2A	ENSG00000167491	skeletal muscle
RELL1	ENSG00000181826	skeletal muscle
HOOK2	ENSG00000095066	skeletal muscle
EFCAB12	ENSG00000172771	skeletal muscle
GPR45	ENSG00000135973	skeletal muscle
FAM222B	ENSG00000173065	skeletal muscle
MARK3	ENSG00000075413	skeletal muscle
ZBED2	ENSG00000177494	skeletal muscle
NOTCH1	ENSG00000148400	skeletal muscle
DNM2	ENSG00000079805	skeletal muscle
SH3YL1	ENSG00000035115	skeletal muscle
KIAA1211	ENSG00000109265	skeletal muscle
XAF1	ENSG00000132530	skeletal muscle
MRPS5	ENSG00000144029	skeletal muscle
ENY2	ENSG00000120533	skeletal muscle
PUM1	ENSG00000134644	skeletal muscle
TESPA1	ENSG00000135426	skeletal muscle
BAIAP2L2	ENSG00000128298	skeletal muscle
COQ10B	ENSG00000115520	skeletal muscle
ABHD8	ENSG00000127220	skeletal muscle
MMEL1	ENSG00000142606	skeletal muscle
HMGCS1	ENSG00000112972	skeletal muscle
FAM169B	ENSG00000185087	skeletal muscle
LAMB4	ENSG00000091128	skeletal muscle
DHX58	ENSG00000108771	skeletal muscle
MAP6D1	ENSG00000180834	skeletal muscle
TJP3	ENSG00000105289	skeletal muscle
ARHGAP44	ENSG00000006740	skeletal muscle
NOL4L	ENSG00000197183	skeletal muscle
SHROOM3	ENSG00000138771	skeletal muscle
PDE6D	ENSG00000156973	skeletal muscle
FXYD3	ENSG00000089356	skeletal muscle
GSG1L	ENSG00000169181	skeletal muscle
KCNE1L	ENSG00000176076	skeletal muscle
RPLP0	ENSG00000089157	skeletal muscle
SCARF2	ENSG00000244486	skeletal muscle
LRRTM3	ENSG00000198739	skeletal muscle
ARHGAP31	ENSG00000031081	skeletal muscle
SPRY4	ENSG00000187678	skeletal muscle
TMEM71	ENSG00000165071	skeletal muscle
TMPRSS11F	ENSG00000198092	skeletal muscle
SYT14	ENSG00000143469	skeletal muscle
PLXNB1	ENSG00000164050	skeletal muscle
WDR19	ENSG00000157796	skeletal muscle
FAM213B	ENSG00000157870	skeletal muscle
PPP1R3D	ENSG00000132825	skeletal muscle
FAM207A	ENSG00000160256	skeletal muscle
PAQR7	ENSG00000182749	skeletal muscle
LACTB2	ENSG00000147592	skeletal muscle
PARM1	ENSG00000169116	skeletal muscle
FAM160B1	ENSG00000151553	skeletal muscle
GORASP1	ENSG00000114745	skeletal muscle
HPRT1	ENSG00000165704	skeletal muscle
TMED10	ENSG00000170348	skeletal muscle
C5ORF52	ENSG00000187658	skeletal muscle
ACSF2	ENSG00000167107	skeletal muscle
EIF5A	ENSG00000132507	skeletal muscle
CNTD2	ENSG00000105219	skeletal muscle
TYW1	ENSG00000198874	skeletal muscle
IPO13	ENSG00000117408	skeletal muscle
TPRKB	ENSG00000144034	skeletal muscle
SCO2	ENSG00000130489	skeletal muscle
VIT	ENSG00000205221	skeletal muscle
RPS4X	ENSG00000198034	skeletal muscle
RPS4Y1	ENSG00000129824	skeletal muscle
ALDH1B1	ENSG00000137124	skeletal muscle
ZNF667	ENSG00000198046	skeletal muscle
CD300E	ENSG00000186407	skeletal muscle
GLMN	ENSG00000174842	skeletal muscle
SPG21	ENSG00000090487	skeletal muscle
RHBDL2	ENSG00000158315	skeletal muscle
ECE2	ENSG00000145194	skeletal muscle
CBR1	ENSG00000159228	skeletal muscle
TIGD6	ENSG00000164296	skeletal muscle
ANKRD34C	ENSG00000235711	skeletal muscle
CYB5R4	ENSG00000065615	skeletal muscle
EPHB4	ENSG00000196411	skeletal muscle
PLA2G4A	ENSG00000116711	skeletal muscle
CRYL1	ENSG00000165475	skeletal muscle
JADE3	ENSG00000102221	skeletal muscle
GALNT6	ENSG00000139629	skeletal muscle
VWA1	ENSG00000179403	skeletal muscle
C7	ENSG00000112936	skeletal muscle
EIF2B4	ENSG00000115211	skeletal muscle
GPR62	ENSG00000180929	skeletal muscle
OSTN	ENSG00000188729	skeletal muscle
FSD1L	ENSG00000106701	skeletal muscle
NLRP4	ENSG00000160505	skeletal muscle
TNFSF10	ENSG00000121858	skeletal muscle
ARHGEF28	ENSG00000214944	skeletal muscle
GFOD2	ENSG00000141098	skeletal muscle
ITM2A	ENSG00000078596	skeletal muscle
AURKAIP1	ENSG00000175756	skeletal muscle
ZNF512B	ENSG00000196700	skeletal muscle
RPGR	ENSG00000156313	skeletal muscle
RFC2	ENSG00000049541	skeletal muscle
FAR2	ENSG00000064763	skeletal muscle
TFAP4	ENSG00000090447	skeletal muscle
MRPL36	ENSG00000171421	skeletal muscle
C20ORF195	ENSG00000125531	skeletal muscle
ELP4	ENSG00000109911	skeletal muscle
LAPTM5	ENSG00000162511	skeletal muscle
KIAA1958	ENSG00000165185	skeletal muscle
DACH2	ENSG00000126733	skeletal muscle
TRIM47	ENSG00000132481	skeletal muscle
PPIE	ENSG00000084072	skeletal muscle
ARL8A	ENSG00000143862	skeletal muscle
PPP2R4	ENSG00000119383	skeletal muscle
PGAM1	ENSG00000171314	skeletal muscle
PGAM4	ENSG00000226784	skeletal muscle
NDE1	ENSG00000072864	skeletal muscle
C7ORF55-LUC7L2	ENSG00000269955	skeletal muscle
SRSF9	ENSG00000111786	skeletal muscle
HSD17B6	ENSG00000025423	skeletal muscle
C18ORF54	ENSG00000166845	skeletal muscle
TMEM245	ENSG00000106771	skeletal muscle
ACOT6	ENSG00000205669	skeletal muscle
ABHD1	ENSG00000143994	skeletal muscle
PTPRK	ENSG00000152894	skeletal muscle
C1ORF94	ENSG00000142698	skeletal muscle
MAN1A2	ENSG00000198162	skeletal muscle
B3GNT5	ENSG00000176597	skeletal muscle
ZNF778	ENSG00000170100	skeletal muscle
HEBP1	ENSG00000013583	skeletal muscle
BBS5	ENSG00000163093	skeletal muscle
LAMTOR3	ENSG00000109270	skeletal muscle
DNPH1	ENSG00000112667	skeletal muscle
LURAP1	ENSG00000171357	skeletal muscle
CTSV	ENSG00000136943	skeletal muscle
C17ORF75	ENSG00000108666	skeletal muscle
FAM107B	ENSG00000065809	skeletal muscle
PKN1	ENSG00000123143	skeletal muscle
TAC1	ENSG00000006128	skeletal muscle
C4ORF36	ENSG00000163633	skeletal muscle
SLCO4C1	ENSG00000173930	skeletal muscle
HPN	ENSG00000105707	skeletal muscle
KMT2D	ENSG00000167548	skeletal muscle
SLC18A2	ENSG00000165646	skeletal muscle
YWHAQ	ENSG00000134308	skeletal muscle
C19ORF54	ENSG00000188493	skeletal muscle
ST13	ENSG00000100380	skeletal muscle
DGKD	ENSG00000077044	skeletal muscle
CEP350	ENSG00000135837	skeletal muscle
GPR137B	ENSG00000077585	skeletal muscle
ALDH7A1	ENSG00000164904	skeletal muscle
MIF	ENSG00000240972	skeletal muscle
SPON2	ENSG00000159674	skeletal muscle
UBR7	ENSG00000012963	skeletal muscle
INTS6	ENSG00000102786	skeletal muscle
LONP1	ENSG00000196365	skeletal muscle
MIS18BP1	ENSG00000129534	skeletal muscle
MAPK1IP1L	ENSG00000168175	skeletal muscle
STX17	ENSG00000136874	skeletal muscle
IMPAD1	ENSG00000104331	skeletal muscle
ATG3	ENSG00000144848	skeletal muscle
ATP5O	ENSG00000241837	skeletal muscle
TIMM8A	ENSG00000126953	skeletal muscle
TIMM9	ENSG00000100575	skeletal muscle
FAM210B	ENSG00000124098	skeletal muscle
MPND	ENSG00000008382	skeletal muscle
HEBP2	ENSG00000051620	skeletal muscle
BMP6	ENSG00000153162	skeletal muscle
GPSM2	ENSG00000121957	skeletal muscle
TRPT1	ENSG00000149743	skeletal muscle
CEP290	ENSG00000198707	skeletal muscle
UBFD1	ENSG00000103353	skeletal muscle
ZC3H7A	ENSG00000122299	skeletal muscle
TIMELESS	ENSG00000111602	skeletal muscle
LAMP5	ENSG00000125869	skeletal muscle
CEACAM21	ENSG00000007129	skeletal muscle
SOD2	ENSG00000112096	skeletal muscle
VPS35	ENSG00000069329	skeletal muscle
WDR33	ENSG00000136709	skeletal muscle
FOXN1	ENSG00000109101	skeletal muscle
ZBTB21	ENSG00000173276	skeletal muscle
RBFA	ENSG00000101546	skeletal muscle
CWF19L2	ENSG00000152404	skeletal muscle
F3	ENSG00000117525	skeletal muscle
TNFRSF11B	ENSG00000164761	skeletal muscle
LOC102725415	ENSG00000084234+ENSG00000198223	skeletal muscle
TREX2	ENSG00000183479	skeletal muscle
GTSF1	ENSG00000170627	skeletal muscle
COA7	ENSG00000162377	skeletal muscle
FIP1L1	ENSG00000145216	skeletal muscle
DMAP1	ENSG00000178028	skeletal muscle
ASB8	ENSG00000177981	skeletal muscle
BAIAP2	ENSG00000175866	skeletal muscle
SF3B6	ENSG00000115128	skeletal muscle
ZNF695	ENSG00000197472	skeletal muscle
PRICKLE3	ENSG00000012211	skeletal muscle
TGFBR3	ENSG00000069702	skeletal muscle
PDE1C	ENSG00000154678	skeletal muscle
ELK1	ENSG00000126767	skeletal muscle
DMRT2	ENSG00000173253	skeletal muscle
BCR	ENSG00000186716	skeletal muscle
TJP2	ENSG00000119139	skeletal muscle
CMC4	ENSG00000182712	skeletal muscle
ZNF426	ENSG00000130818	skeletal muscle
UBE2H	ENSG00000186591	skeletal muscle
CENPB	ENSG00000125817	skeletal muscle
LARP1	ENSG00000155506	skeletal muscle
PDE12	ENSG00000174840	skeletal muscle
WASL	ENSG00000106299	skeletal muscle
SLC35B3	ENSG00000124786	skeletal muscle
HYLS1	ENSG00000198331	skeletal muscle
NEU1	ENSG00000204386	skeletal muscle
TNPO2	ENSG00000105576	skeletal muscle
AP2M1	ENSG00000161203	skeletal muscle
CHPT1	ENSG00000111666	skeletal muscle
CARD14	ENSG00000141527	skeletal muscle
MAN2C1	ENSG00000140400	skeletal muscle
TSNAX	ENSG00000116918	skeletal muscle
ZNF200	ENSG00000010539	skeletal muscle
MAST3	ENSG00000099308	skeletal muscle
NPHS1	ENSG00000161270	skeletal muscle
ATP2A3	ENSG00000074370	skeletal muscle
AGPAT2	ENSG00000169692	skeletal muscle
RIPK1	ENSG00000137275	skeletal muscle
TEPP	ENSG00000159648	skeletal muscle
STRAP	ENSG00000023734	skeletal muscle
CCDC144A	ENSG00000170160	skeletal muscle
KIAA0319L	ENSG00000142687	skeletal muscle
C15ORF62	ENSG00000188277	skeletal muscle
FRMD6	ENSG00000139926	skeletal muscle
PHTF2	ENSG00000006576	skeletal muscle
OR6K3	ENSG00000203757	skeletal muscle
BCDIN3D	ENSG00000186666	skeletal muscle
HDDC2	ENSG00000111906	skeletal muscle
CEP89	ENSG00000121289	skeletal muscle
NPC1	ENSG00000141458	skeletal muscle
TNFSF14	ENSG00000125735	skeletal muscle
MYF5	ENSG00000111049	skeletal muscle
GPX3	ENSG00000211445	skeletal muscle
EMC1	ENSG00000127463	skeletal muscle
ZFP14	ENSG00000142065	skeletal muscle
HCRT	ENSG00000161610	skeletal muscle
C7ORF43	ENSG00000146826	skeletal muscle
HMGA1	ENSG00000137309	skeletal muscle
ATP5B	ENSG00000110955	skeletal muscle
CPD	ENSG00000108582	skeletal muscle
AGPAT4	ENSG00000026652	skeletal muscle
PIDD1	ENSG00000177595	skeletal muscle
C8ORF58	ENSG00000241852	skeletal muscle
ZNF37A	ENSG00000075407	skeletal muscle
TMEM248	ENSG00000106609	skeletal muscle
C11ORF31	ENSG00000211450	skeletal muscle
PACS1	ENSG00000175115	skeletal muscle
C16ORF89	ENSG00000153446	skeletal muscle
TSTD1	ENSG00000215845	skeletal muscle
CAPNS1	ENSG00000126247	skeletal muscle
AKT2	ENSG00000105221	skeletal muscle
PXN	ENSG00000089159	skeletal muscle
TMEM165	ENSG00000134851	skeletal muscle
SETD9	ENSG00000155542	skeletal muscle
C6ORF15	ENSG00000204542	skeletal muscle
ATXN2	ENSG00000204842	skeletal muscle
GNRH1	ENSG00000147437	skeletal muscle
TMEM108	ENSG00000144868	skeletal muscle
GPC5	ENSG00000179399	skeletal muscle
TUBB4B	ENSG00000188229	skeletal muscle
OR51Q1	ENSG00000167360	skeletal muscle
CDH12	ENSG00000154162	skeletal muscle
IDI1	ENSG00000067064	skeletal muscle
PTGFRN	ENSG00000134247	skeletal muscle
CLEC16A	ENSG00000038532	skeletal muscle
BSPH1	ENSG00000188334	skeletal muscle
LINC01164	ENSG00000189275	skeletal muscle
FAM24A	ENSG00000203795	skeletal muscle
FAM24B	ENSG00000213185	skeletal muscle
C4ORF47	ENSG00000205129	skeletal muscle
SPATA33	ENSG00000167523	skeletal muscle
DNAL4	ENSG00000100246	skeletal muscle
ZNF576	ENSG00000124444	skeletal muscle
PRMT6	ENSG00000198890	skeletal muscle
CETN2	ENSG00000147400	skeletal muscle
NCSTN	ENSG00000162736	skeletal muscle
RABL2A	ENSG00000144134	skeletal muscle
RABL2B	ENSG00000079974	skeletal muscle
NME8	ENSG00000086288	skeletal muscle
PCDHA2	ENSG00000204969	skeletal muscle
KIF21A	ENSG00000139116	skeletal muscle
AAMP	ENSG00000127837	skeletal muscle
KATNAL1	ENSG00000102781	skeletal muscle
HDC	ENSG00000140287	skeletal muscle
HAUS5	ENSG00000249115	skeletal muscle
ASPH	ENSG00000198363	skeletal muscle
PDZD8	ENSG00000165650	skeletal muscle
ARL14	ENSG00000179674	skeletal muscle
NRROS	ENSG00000174004	skeletal muscle
OSGEPL1	ENSG00000128694	skeletal muscle
KRTAP22-2	ENSG00000206106	skeletal muscle
CMSS1	ENSG00000184220	skeletal muscle
TMEM260	ENSG00000070269	skeletal muscle
PCOLCE	ENSG00000106333	skeletal muscle
IL10	ENSG00000136634	skeletal muscle
ADAMTSL5	ENSG00000185761	skeletal muscle
GLIS1	ENSG00000174332	skeletal muscle
TCEAL1	ENSG00000172465	skeletal muscle
CCNY	ENSG00000108100	skeletal muscle
PDZK1IP1	ENSG00000162366	skeletal muscle
TLCD1	ENSG00000160606	skeletal muscle
TAOK1	ENSG00000160551	skeletal muscle
FTL	ENSG00000087086	skeletal muscle
ARL17A	ENSG00000185829	skeletal muscle
ARL17B	ENSG00000228696	skeletal muscle
MCOLN2	ENSG00000153898	skeletal muscle
TMCO3	ENSG00000150403	skeletal muscle
NPAS2	ENSG00000170485	skeletal muscle
RALGAPA1	ENSG00000174373	skeletal muscle
EIF3M	ENSG00000149100	skeletal muscle
ME2	ENSG00000082212	skeletal muscle
ATL1	ENSG00000198513	skeletal muscle
NRF1	ENSG00000106459	skeletal muscle
EIF2AK1	ENSG00000086232	skeletal muscle
STIP1	ENSG00000168439	skeletal muscle
TNFSF18	ENSG00000120337	skeletal muscle
MFSD12	ENSG00000161091	skeletal muscle
SUV420H2	ENSG00000133247	skeletal muscle
ARID4B	ENSG00000054267	skeletal muscle
NUP50	ENSG00000093000	skeletal muscle
CKAP4	ENSG00000136026	skeletal muscle
RFC4	ENSG00000163918	skeletal muscle
THOC7	ENSG00000163634	skeletal muscle
LRRCC1	ENSG00000133739	skeletal muscle
PDPK1	ENSG00000140992	skeletal muscle
C2ORF82	ENSG00000182600	skeletal muscle
GTF2E1	ENSG00000153767	skeletal muscle
RNF122	ENSG00000133874	skeletal muscle
CDYL2	ENSG00000166446	skeletal muscle
AP2A2	ENSG00000183020	skeletal muscle
IMPDH1	ENSG00000106348	skeletal muscle
C1QBP	ENSG00000108561	skeletal muscle
TPST1	ENSG00000169902	skeletal muscle
SMARCE1	ENSG00000073584	skeletal muscle
GOLGB1	ENSG00000173230	skeletal muscle
SAFB	ENSG00000160633	skeletal muscle
EIF4E	ENSG00000151247	skeletal muscle
PTBP1	ENSG00000011304	skeletal muscle
RPS6	ENSG00000137154	skeletal muscle
YARS	ENSG00000134684	skeletal muscle
YWHAB	ENSG00000166913	skeletal muscle
SEPT7	ENSG00000122545	skeletal muscle
CAPRIN1	ENSG00000135387	skeletal muscle
FANCG	ENSG00000221829	skeletal muscle
NR5A2	ENSG00000116833	skeletal muscle
ARL3	ENSG00000138175	skeletal muscle
EYA2	ENSG00000064655	skeletal muscle
SPATA32	ENSG00000184361	skeletal muscle
SMAP1	ENSG00000112305	skeletal muscle
DLG1	ENSG00000075711	skeletal muscle
EIF3G	ENSG00000130811	skeletal muscle
TMEM121	ENSG00000184986	skeletal muscle
AARD	ENSG00000205002	skeletal muscle
SNORA41	ENSG00000114942	skeletal muscle
ZC2HC1A	ENSG00000104427	skeletal muscle
HSDL2	ENSG00000119471	skeletal muscle
EEF2	ENSG00000167658	skeletal muscle
MINOS1	ENSG00000173436	skeletal muscle
MINOS1-NBL1	ENSG00000270136	skeletal muscle
EZR	ENSG00000092820	skeletal muscle
IKBKB	ENSG00000104365	skeletal muscle
MED10	ENSG00000133398	skeletal muscle
SEC23IP	ENSG00000107651	skeletal muscle
OXA1L	ENSG00000155463	skeletal muscle
ZBTB44	ENSG00000196323	skeletal muscle
ISX	ENSG00000175329	skeletal muscle
AASDHPPT	ENSG00000149313	skeletal muscle
ZNF518B	ENSG00000178163	skeletal muscle
TMEFF2	ENSG00000144339	skeletal muscle
LRWD1	ENSG00000161036	skeletal muscle
DLL3	ENSG00000090932	skeletal muscle
CASC3	ENSG00000108349	skeletal muscle
TSHZ1	ENSG00000179981	skeletal muscle
DAZAP1	ENSG00000071626	skeletal muscle
SLC36A4	ENSG00000180773	skeletal muscle
RPL27	ENSG00000131469	skeletal muscle
SF3B3	ENSG00000189091	skeletal muscle
ZNF211	ENSG00000121417	skeletal muscle
HUWE1	ENSG00000086758	skeletal muscle
MLH1	ENSG00000076242	skeletal muscle
RPS7	ENSG00000171863	skeletal muscle
PKHD1L1	ENSG00000205038	skeletal muscle
ZCCHC5	ENSG00000179300	skeletal muscle
CLEC1A	ENSG00000150048	skeletal muscle
MORF4L2	ENSG00000123562	skeletal muscle
MAP7	ENSG00000135525	skeletal muscle
PSMF1	ENSG00000125818	skeletal muscle
CCDC86	ENSG00000110104	skeletal muscle
C18ORF25	ENSG00000152242	skeletal muscle
ESF1	ENSG00000089048	skeletal muscle
WRAP53	ENSG00000141499	skeletal muscle
AFG3L2	ENSG00000141385	skeletal muscle
LOC102724007	ENSG00000204435	skeletal muscle
PTK2B	ENSG00000120899	skeletal muscle
VPS4A	ENSG00000132612	skeletal muscle
PPP2R5C	ENSG00000078304	skeletal muscle
NANP	ENSG00000170191	skeletal muscle
CNTF	ENSG00000242689	skeletal muscle
IL32	ENSG00000008517	skeletal muscle
PDCD11	ENSG00000148843	skeletal muscle
IGLL5	ENSG00000254709	skeletal muscle
MRPS36	ENSG00000134056	skeletal muscle
FMO4	ENSG00000076258	skeletal muscle
MYEF2	ENSG00000104177	skeletal muscle
C16ORF86	ENSG00000159761	skeletal muscle
ERO1LB	ENSG00000086619	skeletal muscle
TAS1R1	ENSG00000173662	skeletal muscle
ADNP	ENSG00000101126	skeletal muscle
C1ORF21	ENSG00000116667	skeletal muscle
TBCK	ENSG00000145348	skeletal muscle
BCAT1	ENSG00000060982	skeletal muscle
GADL1	ENSG00000144644	skeletal muscle
TNFRSF1A	ENSG00000067182	skeletal muscle
CARS	ENSG00000110619	skeletal muscle
DHCR7	ENSG00000172893	skeletal muscle
WDR13	ENSG00000101940	skeletal muscle
IVNS1ABP	ENSG00000116679	skeletal muscle
NTMT1	ENSG00000148335	skeletal muscle
SPTY2D1	ENSG00000179119	skeletal muscle
PAICS	ENSG00000128050	skeletal muscle
TUBA1C	ENSG00000167553	skeletal muscle
RGS18	ENSG00000150681	skeletal muscle
PQBP1	ENSG00000102103	skeletal muscle
PRKAG2	ENSG00000106617	skeletal muscle
LOC101927733	ENSG00000205581	skeletal muscle
ZNF614	ENSG00000142556	skeletal muscle
TOP1	ENSG00000198900	skeletal muscle
RPL10L	ENSG00000165496	skeletal muscle
FKBP4	ENSG00000004478	skeletal muscle
VGLL4	ENSG00000144560	skeletal muscle
PHB	ENSG00000167085	skeletal muscle
DRAXIN	ENSG00000162490	skeletal muscle
RPL39L	ENSG00000163923	skeletal muscle
PTPN13	ENSG00000163629	skeletal muscle
TXN2	ENSG00000100348	skeletal muscle
SNRPA1	ENSG00000131876	skeletal muscle
LRRFIP1	ENSG00000124831	skeletal muscle
NAT8L	ENSG00000185818	skeletal muscle
MRPL12	ENSG00000262814	skeletal muscle
SLC25A10	ENSG00000183048	skeletal muscle
LAMP1	ENSG00000185896	skeletal muscle
FAM122A	ENSG00000187866	skeletal muscle
LOC102724045	ENSG00000160710	skeletal muscle
IFNB1	ENSG00000171855	skeletal muscle
ANKRD33B	ENSG00000164236	skeletal muscle
GPR27	ENSG00000170837	skeletal muscle
FAM110B	ENSG00000169122	skeletal muscle
TOMM22	ENSG00000100216	skeletal muscle
HAUS8	ENSG00000131351	skeletal muscle
SEPT2	ENSG00000168385	skeletal muscle
CASC4	ENSG00000166734	skeletal muscle
EP300	ENSG00000100393	skeletal muscle
PDXP	ENSG00000241360	skeletal muscle
CCDC69	ENSG00000198624	skeletal muscle
CAMLG	ENSG00000164615	skeletal muscle
TMCC3	ENSG00000057704	skeletal muscle
RPS25	ENSG00000118181	skeletal muscle
TTC27	ENSG00000018699	skeletal muscle
NIPAL3	ENSG00000001461	skeletal muscle
ABCE1	ENSG00000164163	skeletal muscle
DVL1	ENSG00000107404	skeletal muscle
RRBP1	ENSG00000125844	skeletal muscle
GOLGA5	ENSG00000066455	skeletal muscle
PPP2CB	ENSG00000104695	skeletal muscle
P4HA1	ENSG00000122884	skeletal muscle
MANF	ENSG00000145050	skeletal muscle
BRD8	ENSG00000112983	skeletal muscle
MIA3	ENSG00000154305	skeletal muscle
CLK2	ENSG00000176444	skeletal muscle
NAA10	ENSG00000102030	skeletal muscle
DSCR3	ENSG00000157538	skeletal muscle
DDAH2	ENSG00000213722	skeletal muscle
UBQLN2	ENSG00000188021	skeletal muscle
CLEC4E	ENSG00000166523	skeletal muscle
HSPA9	ENSG00000113013	skeletal muscle
RAD50	ENSG00000113522	skeletal muscle
RAB5B	ENSG00000111540	skeletal muscle
TRNT1	ENSG00000072756	skeletal muscle
ZNF436	ENSG00000125945	skeletal muscle
ATXN10	ENSG00000130638	skeletal muscle
HARS2	ENSG00000112855	skeletal muscle
TOM1L1	ENSG00000141198	skeletal muscle
HSD17B10	ENSG00000072506	skeletal muscle
ZMIZ2	ENSG00000122515	skeletal muscle
RBM14-RBM4	ENSG00000248643	skeletal muscle
TUBA8	ENSG00000183785	skeletal muscle
CNOT3	ENSG00000088038	skeletal muscle
GALP	ENSG00000197487	skeletal muscle
FAM13A	ENSG00000138640	skeletal muscle
RPS17	ENSG00000182774	skeletal muscle
BEND6	ENSG00000151917	skeletal muscle
LEMD3	ENSG00000174106	skeletal muscle
YWHAZ	ENSG00000164924	skeletal muscle
ZNF782	ENSG00000196597	skeletal muscle
RIF1	ENSG00000080345	skeletal muscle
STAM	ENSG00000136738	skeletal muscle
PILRB	ENSG00000121716	skeletal muscle
PELI3	ENSG00000174516	skeletal muscle
EIF3D	ENSG00000100353	skeletal muscle
INTS1	ENSG00000164880	skeletal muscle
GAPDH	ENSG00000111640	skeletal muscle
SMOC1	ENSG00000198732	skeletal muscle
BEND3	ENSG00000178409	skeletal muscle
PPP4R2	ENSG00000163605	skeletal muscle
CMTM6	ENSG00000091317	skeletal muscle
CHORDC1	ENSG00000110172	skeletal muscle
UBL7	ENSG00000138629	skeletal muscle
NBN	ENSG00000104320	skeletal muscle
ABHD10	ENSG00000144827	skeletal muscle
C9ORF91	ENSG00000157693	skeletal muscle
KRT40	ENSG00000204889	skeletal muscle
C1ORF64	ENSG00000183888	skeletal muscle
CDC42BPB	ENSG00000198752	skeletal muscle
INPP5B	ENSG00000204084	skeletal muscle
RUVBL2	ENSG00000183207	skeletal muscle
C2ORF80	ENSG00000188674	skeletal muscle
GPANK1	ENSG00000204438	skeletal muscle
BROX	ENSG00000162819	skeletal muscle
KLK14	ENSG00000129437	skeletal muscle
OAS1	ENSG00000089127	skeletal muscle
CCT6B	ENSG00000132141	skeletal muscle
LPGAT1	ENSG00000123684	skeletal muscle
TRIM5	ENSG00000132256	skeletal muscle
MCRS1	ENSG00000187778	skeletal muscle
SYT15	ENSG00000204176	skeletal muscle
ANKRD12	ENSG00000101745	skeletal muscle
NELFE	ENSG00000204356	skeletal muscle
NAT10	ENSG00000135372	skeletal muscle
PRPF4	ENSG00000136875	skeletal muscle
SNORA57	ENSG00000214756	skeletal muscle
CISH	ENSG00000114737	skeletal muscle
FOSL2	ENSG00000075426	skeletal muscle
PTGDS	ENSG00000107317	skeletal muscle
THSD4	ENSG00000187720	skeletal muscle
SCN3B	ENSG00000166257	skeletal muscle
ARID5A	ENSG00000196843	skeletal muscle
KIAA1804	ENSG00000143674	skeletal muscle
MSX2	ENSG00000120149	skeletal muscle
MS4A8	ENSG00000166959	skeletal muscle
NALCN	ENSG00000102452	skeletal muscle
ZNF770	ENSG00000198146	skeletal muscle
TRMT1L	ENSG00000121486	skeletal muscle
CLMP	ENSG00000166250	skeletal muscle
ETV4	ENSG00000175832	skeletal muscle
C20ORF196	ENSG00000171984	skeletal muscle
KAZALD1	ENSG00000107821	skeletal muscle
DDX18	ENSG00000088205	skeletal muscle
SMOX	ENSG00000088826	skeletal muscle
MKNK2	ENSG00000099875	skeletal muscle
NUTF2	ENSG00000102898	skeletal muscle
CLCC1	ENSG00000121940	skeletal muscle
POR	ENSG00000127948	skeletal muscle
EIF5B	ENSG00000158417	skeletal muscle
RMDN3	ENSG00000137824	skeletal muscle
LDOC1	ENSG00000182195	skeletal muscle
SIX4	ENSG00000100625	skeletal muscle
ELK4	ENSG00000158711	skeletal muscle
NMRAL1	ENSG00000153406	skeletal muscle
KRT86	ENSG00000170442	skeletal muscle
PROZ	ENSG00000126231	skeletal muscle
VTA1	ENSG00000009844	skeletal muscle
CNN3	ENSG00000117519	skeletal muscle
SS18	ENSG00000141380	skeletal muscle
NLRP5	ENSG00000171487	skeletal muscle
BOD1	ENSG00000145919	skeletal muscle
BOD1L2	ENSG00000228075	skeletal muscle
ARFIP2	ENSG00000132254	skeletal muscle
SH3PXD2B	ENSG00000174705	skeletal muscle
RB1CC1	ENSG00000023287	skeletal muscle
LZTS2	ENSG00000107816	skeletal muscle
TMEM237	ENSG00000155755	skeletal muscle
C5ORF24	ENSG00000181904	skeletal muscle
MAGEE2	ENSG00000186675	skeletal muscle
EID2B	ENSG00000176401	skeletal muscle
SEMA3E	ENSG00000170381	skeletal muscle
KIAA1598	ENSG00000187164	skeletal muscle
RAB22A	ENSG00000124209	skeletal muscle
KBTBD4	ENSG00000123444	skeletal muscle
FAM199X	ENSG00000123575	skeletal muscle
USP32	ENSG00000170832	skeletal muscle
GJA10	ENSG00000135355	skeletal muscle
ZNF529	ENSG00000186020	skeletal muscle
KCTD18	ENSG00000155729	skeletal muscle
NBEA	ENSG00000172915	skeletal muscle
ATF3	ENSG00000162772	skeletal muscle
PDE8A	ENSG00000073417	skeletal muscle
ACSL4	ENSG00000068366	skeletal muscle
NUP62CL	ENSG00000198088	skeletal muscle
PSMD8	ENSG00000099341	skeletal muscle
POLR2I	ENSG00000105258	skeletal muscle
