GeneSym	EnsembleID	Tissue
CBLB	ENSG00000114423	skeletal muscle
SRSF5	ENSG00000100650	skeletal muscle
LOC100240735	ENSG00000204814	skeletal muscle
CD9	ENSG00000010278	skeletal muscle
CALM3	ENSG00000160014	skeletal muscle
MB21D2	ENSG00000180611	skeletal muscle
HTRA2	ENSG00000115317	skeletal muscle
CDKL2	ENSG00000138769	skeletal muscle
VWA3A	ENSG00000175267	skeletal muscle
ALDH1A3	ENSG00000184254	skeletal muscle
NMNAT1	ENSG00000173614	skeletal muscle
STC2	ENSG00000113739	skeletal muscle
PTCHD1	ENSG00000165186	skeletal muscle
ARSF	ENSG00000062096	skeletal muscle
C15ORF53	ENSG00000175779	skeletal muscle
EXOC6B	ENSG00000144036	skeletal muscle
ATP5J	ENSG00000154723	skeletal muscle
CHAC1	ENSG00000128965	skeletal muscle
PLTP	ENSG00000100979	skeletal muscle
RAB5A	ENSG00000144566	skeletal muscle
RBM25	ENSG00000119707	skeletal muscle
MLLT3	ENSG00000171843	skeletal muscle
IRF3	ENSG00000126456	skeletal muscle
EIF2S3	ENSG00000130741	skeletal muscle
RPL27A	ENSG00000166441	skeletal muscle
IRAK1	ENSG00000184216	skeletal muscle
SLC39A7	ENSG00000112473	skeletal muscle
NFKBIE	ENSG00000146232	skeletal muscle
GLOD4	ENSG00000167699	skeletal muscle
BCAS3	ENSG00000141376	skeletal muscle
BEX1	ENSG00000133169	skeletal muscle
BEX2	ENSG00000133134	skeletal muscle
ZMYND10	ENSG00000004838	skeletal muscle
ANKRD55	ENSG00000164512	skeletal muscle
RPL10	ENSG00000147403	skeletal muscle
NME1	ENSG00000239672	skeletal muscle
DARS	ENSG00000115866	skeletal muscle
NME1-NME2	ENSG00000011052	skeletal muscle
PPM1N	ENSG00000213889	skeletal muscle
YWHAE	ENSG00000108953	skeletal muscle
TMOD3	ENSG00000138594	skeletal muscle
CBX5	ENSG00000094916	skeletal muscle
EPS15	ENSG00000085832	skeletal muscle
PRDX1	ENSG00000117450	skeletal muscle
LAMP2	ENSG00000005893	skeletal muscle
SNX5	ENSG00000089006	skeletal muscle
COG5	ENSG00000164597	skeletal muscle
KCNJ12	ENSG00000184185	skeletal muscle
FOXD4	ENSG00000170122	skeletal muscle
FOXD4L1	ENSG00000184492	skeletal muscle
FOXD4L3	ENSG00000187559	skeletal muscle
FOXD4L4	ENSG00000184659	skeletal muscle
FOXD4L5	ENSG00000204779	skeletal muscle
CTSC	ENSG00000109861	skeletal muscle
COL1A1	ENSG00000108821	skeletal muscle
HIP1R	ENSG00000130787	skeletal muscle
AHSA1	ENSG00000100591	skeletal muscle
C1ORF50	ENSG00000164008	skeletal muscle
GBA	ENSG00000177628	skeletal muscle
HOOK3	ENSG00000168172	skeletal muscle
PRRC2A	ENSG00000204469	skeletal muscle
CHIA	ENSG00000134216	skeletal muscle
SIX2	ENSG00000170577	skeletal muscle
ZNF83	ENSG00000167766	skeletal muscle
TRIM33	ENSG00000197323	skeletal muscle
SKP1	ENSG00000113558	skeletal muscle
PIK3R3	ENSG00000117461	skeletal muscle
SIM2	ENSG00000159263	skeletal muscle
SCFD1	ENSG00000092108	skeletal muscle
OGFR	ENSG00000060491	skeletal muscle
FZD8	ENSG00000177283	skeletal muscle
C7ORF49	ENSG00000122783	skeletal muscle
OSM	ENSG00000099985	skeletal muscle
RFNG	ENSG00000169733	skeletal muscle
GUK1	ENSG00000143774	skeletal muscle
ZNF75A	ENSG00000162086	skeletal muscle
GJC3	ENSG00000176402	skeletal muscle
EPHB3	ENSG00000182580	skeletal muscle
KLHL29	ENSG00000119771	skeletal muscle
TOM1L2	ENSG00000175662	skeletal muscle
ABCF2	ENSG00000033050	skeletal muscle
BCL10	ENSG00000142867	skeletal muscle
DIABLO	ENSG00000184047	skeletal muscle
NPY1R	ENSG00000164128	skeletal muscle
APOA1BP	ENSG00000163382	skeletal muscle
NDRG3	ENSG00000101079	skeletal muscle
DLD	ENSG00000091140	skeletal muscle
MEPCE	ENSG00000146834	skeletal muscle
IDH3B	ENSG00000101365	skeletal muscle
YTHDF2	ENSG00000198492	skeletal muscle
MCCC1	ENSG00000078070	skeletal muscle
ZNF233	ENSG00000159915	skeletal muscle
EOGT	ENSG00000163378	skeletal muscle
MDM1	ENSG00000111554	skeletal muscle
C19ORF70	ENSG00000174917	skeletal muscle
LOC102723702	ENSG00000062485	skeletal muscle
XYLB	ENSG00000093217	skeletal muscle
SRP68	ENSG00000167881	skeletal muscle
KIAA0141	ENSG00000081791	skeletal muscle
GAD2	ENSG00000136750	skeletal muscle
ATF5	ENSG00000169136	skeletal muscle
TSNAXIP1	ENSG00000102904	skeletal muscle
PEA15	ENSG00000162734	skeletal muscle
POMK	ENSG00000185900	skeletal muscle
DTYMK	ENSG00000168393	skeletal muscle
LELP1	ENSG00000203784	skeletal muscle
ZSWIM7	ENSG00000214941	skeletal muscle
CELSR3	ENSG00000008300	skeletal muscle
HMGN5	ENSG00000198157	skeletal muscle
TWF1	ENSG00000151239	skeletal muscle
SAP30	ENSG00000164105	skeletal muscle
USP44	ENSG00000136014	skeletal muscle
PPP1R14B	ENSG00000173457	skeletal muscle
HNRNPDL	ENSG00000152795	skeletal muscle
RNF167	ENSG00000108523	skeletal muscle
HS6ST3	ENSG00000185352	skeletal muscle
C5ORF47	ENSG00000185056	skeletal muscle
CCDC166	ENSG00000255181	skeletal muscle
ZNF574	ENSG00000105732	skeletal muscle
ARGLU1	ENSG00000134884	skeletal muscle
KCNMB2	ENSG00000197584	skeletal muscle
EMC2	ENSG00000104412	skeletal muscle
GFOD1	ENSG00000145990	skeletal muscle
NAA60	ENSG00000122390	skeletal muscle
SLC39A6	ENSG00000141424	skeletal muscle
GUSB	ENSG00000169919	skeletal muscle
SRSF6	ENSG00000124193	skeletal muscle
SEC24C	ENSG00000176986	skeletal muscle
C10ORF88	ENSG00000119965	skeletal muscle
CHM	ENSG00000188419	skeletal muscle
GID8	ENSG00000101193	skeletal muscle
P2RX7	ENSG00000089041	skeletal muscle
EIF4A3	ENSG00000141543	skeletal muscle
RER1	ENSG00000157916	skeletal muscle
EMC3	ENSG00000125037	skeletal muscle
VEZF1	ENSG00000136451	skeletal muscle
LRRC73	ENSG00000204052	skeletal muscle
RHBDD3	ENSG00000100263	skeletal muscle
HOXA10	ENSG00000253293	skeletal muscle
KLC1	ENSG00000126214	skeletal muscle
UBXN10	ENSG00000162543	skeletal muscle
CDC16	ENSG00000130177	skeletal muscle
MRPL28	ENSG00000086504	skeletal muscle
MAST1	ENSG00000105613	skeletal muscle
NR1D2	ENSG00000174738	skeletal muscle
UBE4B	ENSG00000130939	skeletal muscle
NAB2	ENSG00000166886	skeletal muscle
DLX5	ENSG00000105880	skeletal muscle
DCUN1D2	ENSG00000150401	skeletal muscle
USP37	ENSG00000135913	skeletal muscle
RBBP6	ENSG00000122257	skeletal muscle
NUP188	ENSG00000095319	skeletal muscle
OBP2A	ENSG00000122136	skeletal muscle
AKTIP	ENSG00000166971	skeletal muscle
SNX12	ENSG00000147164	skeletal muscle
MYO5B	ENSG00000167306	skeletal muscle
SDR39U1	ENSG00000100445	skeletal muscle
FAM120B	ENSG00000112584	skeletal muscle
GIGYF2	ENSG00000204120	skeletal muscle
ADH5	ENSG00000197894	skeletal muscle
SUOX	ENSG00000139531	skeletal muscle
FNBP4	ENSG00000109920	skeletal muscle
DAD1	ENSG00000129562	skeletal muscle
CNIH4	ENSG00000143771	skeletal muscle
ZNF844	ENSG00000223547	skeletal muscle
ZNF572	ENSG00000180938	skeletal muscle
ACBD5	ENSG00000107897	skeletal muscle
SLC9C2	ENSG00000162753	skeletal muscle
RNF8	ENSG00000112130	skeletal muscle
ANK3	ENSG00000151150	skeletal muscle
LOC102724615	ENSG00000168675	skeletal muscle
HIVEP2	ENSG00000010818	skeletal muscle
DBNDD1	ENSG00000003249	skeletal muscle
REXO1L1P	ENSG00000205176	skeletal muscle
UBR2	ENSG00000024048	skeletal muscle
ACOT1	ENSG00000184227	skeletal muscle
ACOT2	ENSG00000119673	skeletal muscle
FBXO38	ENSG00000145868	skeletal muscle
MOB2	ENSG00000182208	skeletal muscle
XIAP	ENSG00000101966	skeletal muscle
C10ORF95	ENSG00000120055	skeletal muscle
CHST11	ENSG00000171310	skeletal muscle
CISD2	ENSG00000145354	skeletal muscle
RARS	ENSG00000113643	skeletal muscle
TRAP1	ENSG00000126602	skeletal muscle
KLHL14	ENSG00000197705	skeletal muscle
DCC	ENSG00000187323	skeletal muscle
WNT7B	ENSG00000188064	skeletal muscle
MX1	ENSG00000157601	skeletal muscle
PLCXD1	ENSG00000182378	skeletal muscle
UBA7	ENSG00000182179	skeletal muscle
TULP4	ENSG00000130338	skeletal muscle
VTI1B	ENSG00000100568	skeletal muscle
FAM163A	ENSG00000143340	skeletal muscle
C9ORF3	ENSG00000148120	skeletal muscle
RBBP4	ENSG00000162521	skeletal muscle
ZNF18	ENSG00000154957	skeletal muscle
LBH	ENSG00000213626	skeletal muscle
ZFP91	ENSG00000186660	skeletal muscle
TM9SF3	ENSG00000077147	skeletal muscle
PSMA2	ENSG00000106588	skeletal muscle
CEP72	ENSG00000112877	skeletal muscle
GNPTAB	ENSG00000111670	skeletal muscle
C21ORF128	ENSG00000184385	skeletal muscle
ALG8	ENSG00000159063	skeletal muscle
RPL32	ENSG00000144713	skeletal muscle
SMARCC2	ENSG00000139613	skeletal muscle
KDM5B	ENSG00000117139	skeletal muscle
RSRC2	ENSG00000111011	skeletal muscle
VPS16	ENSG00000215305	skeletal muscle
HECTD4	ENSG00000173064	skeletal muscle
USP51	ENSG00000247746	skeletal muscle
THUMPD2	ENSG00000138050	skeletal muscle
COQ4	ENSG00000167113	skeletal muscle
SF3B2	ENSG00000087365	skeletal muscle
ZWINT	ENSG00000122952	skeletal muscle
TMED4	ENSG00000158604	skeletal muscle
TMED9	ENSG00000184840	skeletal muscle
RPLP2	ENSG00000177600	skeletal muscle
PRKAR2A	ENSG00000114302	skeletal muscle
HOXB9	ENSG00000170689	skeletal muscle
PRAM1	ENSG00000133246	skeletal muscle
SS18L2	ENSG00000008324	skeletal muscle
KIAA1462	ENSG00000165757	skeletal muscle
NIPSNAP3A	ENSG00000136783	skeletal muscle
PEX19	ENSG00000162735	skeletal muscle
IPO4	ENSG00000196497	skeletal muscle
PSMD9	ENSG00000110801	skeletal muscle
PPA2	ENSG00000138777	skeletal muscle
PLD5	ENSG00000180287	skeletal muscle
BAD	ENSG00000002330	skeletal muscle
YIPF7	ENSG00000177752	skeletal muscle
PLA2G4C	ENSG00000105499	skeletal muscle
IPO7	ENSG00000205339	skeletal muscle
C1ORF110	ENSG00000185860	skeletal muscle
ACYP1	ENSG00000119640	skeletal muscle
ENC1	ENSG00000171617	skeletal muscle
ATP5I	ENSG00000169020	skeletal muscle
MAP3K1	ENSG00000095015	skeletal muscle
ARPC2	ENSG00000163466	skeletal muscle
HDAC5	ENSG00000108840	skeletal muscle
PITPNM2	ENSG00000090975	skeletal muscle
LIMK1	ENSG00000106683	skeletal muscle
RPL30	ENSG00000156482	skeletal muscle
IVD	ENSG00000128928	skeletal muscle
SCAMP2	ENSG00000140497	skeletal muscle
C1ORF127	ENSG00000175262	skeletal muscle
KRTAP19-4	ENSG00000186967	skeletal muscle
STK32A	ENSG00000169302	skeletal muscle
FAM122C	ENSG00000156500	skeletal muscle
TNFRSF14	ENSG00000157873	skeletal muscle
ECHS1	ENSG00000127884	skeletal muscle
C2ORF74	ENSG00000237651	skeletal muscle
CCDC130	ENSG00000104957	skeletal muscle
MAGT1	ENSG00000102158	skeletal muscle
TUSC3	ENSG00000104723	skeletal muscle
CTNNB1	ENSG00000168036	skeletal muscle
C6ORF52	ENSG00000137434	skeletal muscle
OMA1	ENSG00000162600	skeletal muscle
C14ORF159	ENSG00000133943	skeletal muscle
MRPL17	ENSG00000158042	skeletal muscle
EEF1D	ENSG00000104529	skeletal muscle
SUPT20H	ENSG00000102710	skeletal muscle
CDH1	ENSG00000039068	skeletal muscle
SRFBP1	ENSG00000151304	skeletal muscle
CLDN3	ENSG00000165215	skeletal muscle
PIR	ENSG00000087842	skeletal muscle
SPG11	ENSG00000104133	skeletal muscle
NAT8	ENSG00000144035	skeletal muscle
VSIG2	ENSG00000019102	skeletal muscle
C1ORF158	ENSG00000157330	skeletal muscle
LOC81691	ENSG00000005189	skeletal muscle
OTP	ENSG00000171540	skeletal muscle
ARHGAP40	ENSG00000124143	skeletal muscle
UAP1L1	ENSG00000197355	skeletal muscle
DCAF5	ENSG00000139990	skeletal muscle
NRIP3	ENSG00000175352	skeletal muscle
CLINT1	ENSG00000113282	skeletal muscle
DYRK2	ENSG00000127334	skeletal muscle
AP1AR	ENSG00000138660	skeletal muscle
TM2D2	ENSG00000169490	skeletal muscle
ARL8B	ENSG00000134108	skeletal muscle
NPHP1	ENSG00000144061	skeletal muscle
CYB5B	ENSG00000103018	skeletal muscle
CCZ1	ENSG00000122674+ENSG00000146574	skeletal muscle
TMEM199	ENSG00000244045	skeletal muscle
CYP1A1	ENSG00000140465	skeletal muscle
ELOVL1	ENSG00000066322	skeletal muscle
PHLDB2	ENSG00000144824	skeletal muscle
TXNRD2	ENSG00000184470	skeletal muscle
AIFM1	ENSG00000156709	skeletal muscle
OTULIN	ENSG00000154124	skeletal muscle
TPBG	ENSG00000146242	skeletal muscle
M1AP	ENSG00000159374	skeletal muscle
ELF4	ENSG00000102034	skeletal muscle
C7ORF55	ENSG00000164898	skeletal muscle
C17ORF99	ENSG00000187997	skeletal muscle
CASP7	ENSG00000165806	skeletal muscle
WDFY3	ENSG00000163625	skeletal muscle
SSBP1	ENSG00000106028	skeletal muscle
ZNF81	ENSG00000197779	skeletal muscle
MRPS26	ENSG00000125901	skeletal muscle
PGAM5	ENSG00000247077	skeletal muscle
GSK3A	ENSG00000105723	skeletal muscle
GINS1	ENSG00000101003	skeletal muscle
MBIP	ENSG00000151332	skeletal muscle
HDGFRP3	ENSG00000166503	skeletal muscle
LIN28A	ENSG00000131914	skeletal muscle
DPP7	ENSG00000176978	skeletal muscle
PLBD2	ENSG00000151176	skeletal muscle
MAPKAPK5	ENSG00000089022	skeletal muscle
FAM174B	ENSG00000185442	skeletal muscle
DHRS1	ENSG00000157379	skeletal muscle
TM9SF1	ENSG00000100926	skeletal muscle
GAR1	ENSG00000109534	skeletal muscle
TTLL1	ENSG00000100271	skeletal muscle
ZMYM3	ENSG00000147130	skeletal muscle
RPSA	ENSG00000168028	skeletal muscle
LKAAEAR1	ENSG00000171695	skeletal muscle
PRDM5	ENSG00000138738	skeletal muscle
FAM120A	ENSG00000048828	skeletal muscle
LUC7L3	ENSG00000108848	skeletal muscle
AP1G1	ENSG00000166747	skeletal muscle
HNRNPUL1	ENSG00000105323	skeletal muscle
MRPS35	ENSG00000061794	skeletal muscle
LCNL1	ENSG00000214402	skeletal muscle
GLUD1	ENSG00000148672	skeletal muscle
GLUD2	ENSG00000182890	skeletal muscle
TIMM10	ENSG00000134809	skeletal muscle
PIK3CB	ENSG00000051382	skeletal muscle
STK17A	ENSG00000164543	skeletal muscle
C1QTNF7	ENSG00000163145	skeletal muscle
CWF19L1	ENSG00000095485	skeletal muscle
CDHR4	ENSG00000187492	skeletal muscle
PACS2	ENSG00000179364	skeletal muscle
CSDE1	ENSG00000009307	skeletal muscle
THUMPD1	ENSG00000066654	skeletal muscle
POU2F1	ENSG00000143190	skeletal muscle
CDC7	ENSG00000097046	skeletal muscle
AARSD1	ENSG00000266967	skeletal muscle
ARHGAP1	ENSG00000175220	skeletal muscle
PLAU	ENSG00000122861	skeletal muscle
TOX	ENSG00000198846	skeletal muscle
DDC	ENSG00000132437	skeletal muscle
MYO1B	ENSG00000128641	skeletal muscle
NOX1	ENSG00000007952	skeletal muscle
SPSB2	ENSG00000111671	skeletal muscle
CNDP2	ENSG00000133313	skeletal muscle
PDE4B	ENSG00000184588	skeletal muscle
FUCA1	ENSG00000179163	skeletal muscle
NAAA	ENSG00000138744	skeletal muscle
LYPD2	ENSG00000197353	skeletal muscle
FAIM3	ENSG00000162894	skeletal muscle
ZCCHC4	ENSG00000168228	skeletal muscle
CPED1	ENSG00000106034	skeletal muscle
RBKS	ENSG00000171174	skeletal muscle
SPCS3	ENSG00000129128	skeletal muscle
C10ORF32	ENSG00000166275	skeletal muscle
RNF214	ENSG00000167257	skeletal muscle
MIR3654	ENSG00000254772	skeletal muscle
NXT2	ENSG00000101888	skeletal muscle
FAM231A	ENSG00000237847	skeletal muscle
FAM231C	ENSG00000268674	skeletal muscle
SCYL3	ENSG00000000457	skeletal muscle
IMMP1LP2	ENSG00000135144	skeletal muscle
SPTBN2	ENSG00000173898	skeletal muscle
KCMF1	ENSG00000176407	skeletal muscle
RGS6	ENSG00000182732	skeletal muscle
IQCE	ENSG00000106012	skeletal muscle
PAPD7	ENSG00000112941	skeletal muscle
EIF3J	ENSG00000104131	skeletal muscle
DHX57	ENSG00000163214	skeletal muscle
MAF1	ENSG00000179632	skeletal muscle
LENEP	ENSG00000163352	skeletal muscle
TUSC5	ENSG00000184811	skeletal muscle
ARHGEF3	ENSG00000163947	skeletal muscle
NAP1L1	ENSG00000187109	skeletal muscle
ZNF330	ENSG00000109445	skeletal muscle
ISM1	ENSG00000101230	skeletal muscle
MARCH2	ENSG00000099785	skeletal muscle
SH3D19	ENSG00000109686	skeletal muscle
CDK12	ENSG00000167258	skeletal muscle
CHAMP1	ENSG00000198824	skeletal muscle
EIF1AX	ENSG00000173674	skeletal muscle
EIF1AY	ENSG00000198692	skeletal muscle
PSMB9	ENSG00000240065	skeletal muscle
ZC3H18	ENSG00000158545	skeletal muscle
RLN3	ENSG00000171136	skeletal muscle
CD244	ENSG00000122223	skeletal muscle
CD276	ENSG00000103855	skeletal muscle
DSTYK	ENSG00000133059	skeletal muscle
HDAC1	ENSG00000116478	skeletal muscle
APH1A	ENSG00000117362	skeletal muscle
ASAP1	ENSG00000153317	skeletal muscle
SIGLECL1	ENSG00000179213	skeletal muscle
DENND6B	ENSG00000205593	skeletal muscle
HACL1	ENSG00000131373	skeletal muscle
SEMA6A	ENSG00000092421	skeletal muscle
NOBOX	ENSG00000106410	skeletal muscle
ESAM	ENSG00000149564	skeletal muscle
PPP6R3	ENSG00000110075	skeletal muscle
RBBP8NL	ENSG00000130701	skeletal muscle
PSMB8	ENSG00000204264	skeletal muscle
VASP	ENSG00000125753	skeletal muscle
IQGAP1	ENSG00000140575	skeletal muscle
DHRS7C	ENSG00000184544	skeletal muscle
RALGAPA2	ENSG00000188559	skeletal muscle
MYOF	ENSG00000138119	skeletal muscle
PAFAH1B2	ENSG00000168092	skeletal muscle
GOLPH3L	ENSG00000143457	skeletal muscle
GSPT1	ENSG00000103342	skeletal muscle
MCCC2	ENSG00000131844	skeletal muscle
SUCLG2	ENSG00000172340	skeletal muscle
B4GALT1	ENSG00000086062	skeletal muscle
TXLNG	ENSG00000086712	skeletal muscle
FBXL20	ENSG00000108306	skeletal muscle
PPEF1	ENSG00000086717	skeletal muscle
C15ORF41	ENSG00000186073	skeletal muscle
HLA-B	ENSG00000234745	skeletal muscle
RSC1A1	ENSG00000197312+ENSG00000215695	skeletal muscle
UMPS	ENSG00000114491	skeletal muscle
ARCN1	ENSG00000095139	skeletal muscle
MRPS34	ENSG00000074071	skeletal muscle
RNF181	ENSG00000168894	skeletal muscle
WDR87	ENSG00000171804	skeletal muscle
ECI1	ENSG00000167969	skeletal muscle
BCAT2	ENSG00000105552	skeletal muscle
NKX2-8	ENSG00000136327	skeletal muscle
MAP1S	ENSG00000130479	skeletal muscle
SIRPB2	ENSG00000196209	skeletal muscle
TUFM	ENSG00000178952	skeletal muscle
GPR142	ENSG00000257008	skeletal muscle
COPZ2	ENSG00000005243	skeletal muscle
C9ORF156	ENSG00000136932	skeletal muscle
RIMS4	ENSG00000101098	skeletal muscle
PHF10	ENSG00000130024	skeletal muscle
LOC100506127	ENSG00000179240	skeletal muscle
LSS	ENSG00000160285	skeletal muscle
PDXDC1	ENSG00000179889	skeletal muscle
MAGED2	ENSG00000102316	skeletal muscle
MGMT	ENSG00000170430	skeletal muscle
TRIM25	ENSG00000121060	skeletal muscle
TRIP11	ENSG00000100815	skeletal muscle
MAX	ENSG00000125952	skeletal muscle
UCP3	ENSG00000175564	skeletal muscle
RBBP8	ENSG00000101773	skeletal muscle
POLD2	ENSG00000106628	skeletal muscle
RAD9A	ENSG00000172613	skeletal muscle
RAVER1	ENSG00000161847	skeletal muscle
TUBB1	ENSG00000101162	skeletal muscle
STAT3	ENSG00000168610	skeletal muscle
SGSM2	ENSG00000141258	skeletal muscle
GRPEL1	ENSG00000109519	skeletal muscle
COL4A3BP	ENSG00000113163	skeletal muscle
CCDC85B	ENSG00000175602	skeletal muscle
LRRC57	ENSG00000180979	skeletal muscle
KARS	ENSG00000065427	skeletal muscle
VPS18	ENSG00000104142	skeletal muscle
PIFO	ENSG00000173947	skeletal muscle
ITGB7	ENSG00000139626	skeletal muscle
GSTO2	ENSG00000065621	skeletal muscle
ZCCHC9	ENSG00000131732	skeletal muscle
IQCB1	ENSG00000173226	skeletal muscle
DSG2	ENSG00000046604	skeletal muscle
CKAP2	ENSG00000136108	skeletal muscle
ABCB5	ENSG00000004846	skeletal muscle
ANXA9	ENSG00000143412	skeletal muscle
IGF2	ENSG00000167244	skeletal muscle
CDC42EP2	ENSG00000149798	skeletal muscle
COL24A1	ENSG00000171502	skeletal muscle
MMP25	ENSG00000008516	skeletal muscle
MON1B	ENSG00000103111	skeletal muscle
NAGPA	ENSG00000103174	skeletal muscle
MAD2L2	ENSG00000116670	skeletal muscle
FILIP1L	ENSG00000168386	skeletal muscle
ZGLP1	ENSG00000220201	skeletal muscle
BCAM	ENSG00000187244	skeletal muscle
PRKRIP1	ENSG00000128563	skeletal muscle
PGLYRP4	ENSG00000163218	skeletal muscle
UBC	ENSG00000150991	skeletal muscle
BET1L	ENSG00000177951	skeletal muscle
DCAF4	ENSG00000119599	skeletal muscle
VCL	ENSG00000035403	skeletal muscle
OR51E1	ENSG00000180785	skeletal muscle
CCDC91	ENSG00000123106	skeletal muscle
IL1RL1	ENSG00000115602	skeletal muscle
CEMP1	ENSG00000205923	skeletal muscle
ATP6V0D1	ENSG00000159720	skeletal muscle
CORO1B	ENSG00000172725	skeletal muscle
ATE1	ENSG00000107669	skeletal muscle
ZBTB9	ENSG00000213588	skeletal muscle
PVRL1	ENSG00000110400	skeletal muscle
SMG8	ENSG00000167447	skeletal muscle
RABEPK	ENSG00000136933	skeletal muscle
R3HDM2	ENSG00000179912	skeletal muscle
MSH4	ENSG00000057468	skeletal muscle
CHMP1A	ENSG00000131165	skeletal muscle
FKBP10	ENSG00000141756	skeletal muscle
LRIT2	ENSG00000204033	skeletal muscle
TDRD10	ENSG00000163239	skeletal muscle
SPG20	ENSG00000133104	skeletal muscle
ZNF397	ENSG00000186812	skeletal muscle
RGS22	ENSG00000132554	skeletal muscle
EIF4EBP2	ENSG00000148730	skeletal muscle
ERAP1	ENSG00000164307	skeletal muscle
RSF1	ENSG00000048649	skeletal muscle
RNF126	ENSG00000070423	skeletal muscle
ENO1	ENSG00000074800	skeletal muscle
MAPRE1	ENSG00000101367	skeletal muscle
STAT6	ENSG00000166888	skeletal muscle
REM1	ENSG00000088320	skeletal muscle
PDCD5	ENSG00000105185	skeletal muscle
IL7R	ENSG00000168685	skeletal muscle
GGA1	ENSG00000100083	skeletal muscle
GALNT10	ENSG00000164574	skeletal muscle
EIF3E	ENSG00000104408	skeletal muscle
DUT	ENSG00000128951	skeletal muscle
LOC102723452	ENSG00000204209	skeletal muscle
FAM175B	ENSG00000165660	skeletal muscle
DBNL	ENSG00000136279	skeletal muscle
ADRBK1	ENSG00000173020	skeletal muscle
GTPBP8	ENSG00000163607	skeletal muscle
UBE2L6	ENSG00000156587	skeletal muscle
PTPN1	ENSG00000196396	skeletal muscle
B2M	ENSG00000166710	skeletal muscle
HLA-E	ENSG00000204592	skeletal muscle
TLN1	ENSG00000137076	skeletal muscle
NUDT6	ENSG00000170917	skeletal muscle
TRAPPC8	ENSG00000153339	skeletal muscle
HTT	ENSG00000197386	skeletal muscle
HOXA1	ENSG00000105991	skeletal muscle
FAM110D	ENSG00000197245	skeletal muscle
